logT,Absolute Mag,B-V,Predicted_SpT
3.8,3.51,0.52,F
3.8,3.51,0.52,F
3.78,3.52,0.61,F
3.773,3.52,0.64,G
3.789,3.53,0.57,F
3.782,3.56,0.6,F
3.78,3.57,0.61,F
3.795,3.57,0.54,F
3.795,3.57,0.54,F
3.795,3.57,0.54,F
3.782,3.58,0.6,F
3.786,3.6,0.58,F
3.786,3.6,0.58,F
3.786,3.6,0.58,F
3.784,3.61,0.59,F
3.777,3.64,0.62,G
3.782,3.64,0.6,F
3.793,3.65,0.55,F
3.793,3.65,0.55,F
3.793,3.65,0.55,F
3.8,3.66,0.52,F
3.784,3.66,0.59,F
3.784,3.66,0.59,F
3.784,3.66,0.59,F
3.782,3.67,0.6,F
3.809,3.67,0.49,F
3.789,3.68,0.57,F
3.789,3.68,0.57,F
3.789,3.68,0.57,F
3.78,3.7,0.61,G
3.793,3.7,0.55,F
3.793,3.7,0.55,F
3.793,3.7,0.55,F
3.777,3.71,0.62,G
3.786,3.71,0.58,F
3.786,3.71,0.58,F
3.786,3.71,0.58,F
3.786,3.72,0.58,F
3.786,3.72,0.58,F
3.786,3.72,0.58,F
3.777,3.72,0.62,G
3.784,3.73,0.59,F
3.784,3.73,0.59,F
3.784,3.73,0.59,F
3.791,3.74,0.56,F
3.791,3.74,0.56,F
3.791,3.74,0.56,F
3.736,3.74,0.8,G
3.793,3.75,0.55,F
3.786,3.76,0.58,F
3.786,3.76,0.58,F
3.786,3.76,0.58,F
3.803,3.78,0.51,F
3.803,3.78,0.51,F
3.775,3.79,0.63,G
3.798,3.81,0.53,F
3.78,3.81,0.61,G
3.78,3.81,0.61,G
3.78,3.81,0.61,G
3.793,3.81,0.55,F
3.791,3.81,0.56,F
3.791,3.82,0.56,F
3.78,3.83,0.61,G
3.78,3.83,0.61,G
3.78,3.83,0.61,G
3.786,3.84,0.58,F
3.786,3.84,0.58,F
3.786,3.84,0.58,F
3.768,3.84,0.66,G
3.793,3.85,0.55,F
3.806,3.86,0.5,F
3.798,3.87,0.53,F
3.793,3.87,0.55,F
3.803,3.87,0.51,F
3.8,3.89,0.52,F
3.791,3.89,0.56,F
3.816,3.9,0.47,F
3.789,3.9,0.57,F
3.809,3.9,0.49,F
3.685,3.92,1.07,K
3.798,3.93,0.53,F
3.803,3.94,0.51,F
3.766,3.94,0.67,G
3.782,3.94,0.6,G
3.782,3.94,0.6,G
3.782,3.94,0.6,G
3.793,3.95,0.55,F
3.795,3.97,0.54,F
3.816,3.98,0.47,F
3.798,3.99,0.53,F
3.803,4.0,0.51,F
3.789,4.01,0.57,F
3.78,4.02,0.61,G
3.782,4.02,0.6,G
3.791,4.02,0.56,F
3.8,4.05,0.52,F
3.784,4.05,0.59,G
3.782,4.06,0.6,G
3.786,4.07,0.58,G
3.809,4.08,0.49,F
3.777,4.09,0.62,G
3.782,4.09,0.6,G
3.791,4.1,0.56,F
3.793,4.11,0.55,F
3.816,4.11,0.47,F
3.798,4.12,0.53,F
3.784,4.14,0.59,G
3.775,4.15,0.63,G
3.795,4.16,0.54,F
3.786,4.16,0.58,G
3.803,4.17,0.51,F
3.803,4.17,0.51,F
3.791,4.18,0.56,G
3.8,4.2,0.52,F
3.791,4.2,0.56,G
3.809,4.21,0.49,F
3.773,4.21,0.64,G
3.786,4.23,0.58,G
3.789,4.24,0.57,G
3.798,4.24,0.53,F
3.784,4.26,0.59,G
3.786,4.26,0.58,G
3.78,4.27,0.61,G
3.795,4.28,0.54,G
3.791,4.29,0.56,G
3.798,4.3,0.53,G
3.777,4.31,0.62,G
3.786,4.34,0.58,G
3.766,4.36,0.67,G
3.775,4.36,0.63,G
3.784,4.37,0.59,G
3.78,4.38,0.61,G
3.803,4.38,0.51,G
3.793,4.39,0.55,G
3.784,4.41,0.59,G
3.748,4.42,0.75,G
3.777,4.44,0.62,G
3.782,4.44,0.6,G
3.78,4.45,0.61,G
3.773,4.45,0.64,G
3.795,4.46,0.54,G
3.77,4.47,0.65,G
3.798,4.47,0.53,G
3.784,4.48,0.59,G
3.782,4.48,0.6,G
3.784,4.48,0.59,G
3.773,4.5,0.64,G
3.768,4.52,0.66,G
3.777,4.52,0.62,G
3.77,4.52,0.65,G
3.775,4.54,0.63,G
3.775,4.54,0.63,G
3.806,4.54,0.5,G
3.777,4.54,0.62,G
3.784,4.55,0.59,G
3.755,4.55,0.72,G
3.755,4.56,0.72,G
3.78,4.56,0.61,G
3.777,4.57,0.62,G
3.786,4.57,0.58,G
3.789,4.58,0.57,G
3.806,4.58,0.5,G
3.786,4.59,0.58,G
3.795,4.59,0.54,G
3.766,4.59,0.67,G
3.789,4.6,0.57,G
3.782,4.6,0.6,G
3.803,4.6,0.51,G
3.773,4.6,0.64,G
3.795,4.61,0.54,G
3.764,4.62,0.68,G
3.743,4.62,0.77,G
3.743,4.62,0.77,G
3.743,4.62,0.77,G
3.78,4.62,0.61,G
3.734,4.64,0.81,G
3.777,4.65,0.62,G
3.782,4.66,0.6,G
3.784,4.67,0.59,G
3.77,4.7,0.65,G
3.723,4.7,0.86,G
3.739,4.73,0.79,G
3.739,4.73,0.79,G
3.739,4.73,0.79,G
3.773,4.74,0.64,G
3.775,4.75,0.63,G
3.766,4.77,0.67,G
3.752,4.78,0.73,G
3.759,4.79,0.7,G
3.755,4.8,0.72,G
3.755,4.8,0.72,G
3.773,4.8,0.64,G
3.755,4.83,0.72,G
3.759,4.84,0.7,G
3.755,4.88,0.72,G
3.775,4.89,0.63,G
3.757,4.9,0.71,G
3.718,4.9,0.88,G
3.761,4.91,0.69,G
3.764,4.91,0.68,G
3.75,4.94,0.74,G
3.768,4.94,0.66,G
3.768,4.94,0.66,G
3.764,4.95,0.68,G
3.732,4.96,0.82,G
3.732,4.96,0.82,G
3.732,4.96,0.82,G
3.752,4.96,0.73,G
3.784,4.96,0.59,G
3.752,4.96,0.73,G
3.75,4.96,0.74,G
3.764,4.97,0.68,G
3.687,4.97,1.02,K
3.714,4.97,0.9,K
3.741,4.98,0.78,G
3.736,5.0,0.8,G
3.727,5.0,0.84,G
3.727,5.0,0.84,G
3.727,5.0,0.84,G
3.745,5.0,0.76,G
3.761,5.0,0.69,G
3.711,5.01,0.91,K
3.75,5.01,0.74,G
3.757,5.02,0.71,G
3.777,5.03,0.62,G
3.775,5.03,0.63,G
3.757,5.04,0.71,G
3.761,5.05,0.69,G
3.759,5.05,0.7,G
3.714,5.05,0.9,K
3.725,5.05,0.85,G
3.725,5.05,0.85,G
3.725,5.05,0.85,G
3.748,5.07,0.75,G
3.716,5.1,0.89,K
3.755,5.1,0.72,G
3.775,5.11,0.63,G
3.725,5.12,0.85,G
3.725,5.12,0.85,G
3.725,5.12,0.85,G
3.739,5.14,0.79,G
3.732,5.16,0.82,G
3.745,5.17,0.76,G
3.732,5.18,0.82,G
3.73,5.21,0.83,G
3.739,5.21,0.79,G
3.725,5.23,0.85,K
3.759,5.26,0.7,G
3.755,5.26,0.72,G
3.741,5.27,0.78,G
3.741,5.27,0.78,G
3.732,5.28,0.82,G
3.764,5.28,0.68,G
3.725,5.3,0.85,K
3.723,5.3,0.86,K
3.739,5.3,0.79,G
3.743,5.31,0.77,G
3.741,5.31,0.78,G
3.75,5.31,0.74,G
3.676,5.33,1.07,K
3.686,5.33,1.02,K
3.748,5.33,0.75,G
3.714,5.34,0.9,K
3.714,5.34,0.9,K
3.714,5.34,0.9,K
3.761,5.35,0.69,G
3.686,5.36,1.02,K
3.709,5.36,0.92,K
3.709,5.36,0.92,K
3.709,5.36,0.92,K
3.734,5.38,0.81,K
3.75,5.38,0.74,G
3.736,5.4,0.8,K
3.732,5.4,0.82,K
3.736,5.41,0.8,K
3.727,5.44,0.84,K
3.7,5.45,0.96,K
3.73,5.46,0.83,K
3.745,5.48,0.76,K
3.73,5.5,0.83,K
3.736,5.52,0.8,K
3.73,5.55,0.83,K
3.709,5.56,0.92,K
3.675,5.57,1.07,K
3.711,5.6,0.91,K
3.711,5.62,0.91,K
3.718,5.67,0.88,K
3.716,5.71,0.89,K
3.714,5.73,0.9,K
3.734,5.74,0.81,K
3.732,5.74,0.82,K
3.711,5.74,0.91,K
3.714,5.74,0.9,K
3.734,5.76,0.81,K
3.714,5.77,0.9,K
3.766,5.79,0.67,K
3.764,5.82,0.68,K
3.718,5.82,0.88,K
3.7,5.87,0.96,K
3.705,5.93,0.94,K
3.888,5.94,0.26,K
3.718,5.94,0.88,K
3.716,5.95,0.89,K
3.716,5.98,0.89,K
3.725,6.03,0.85,K
3.847,6.05,0.37,K
3.9,0.3,0.17,A
3.694,0.39,0.98,G
3.686,0.44,1.02,G
3.698,0.59,0.96,G
3.981,0.61,0.01,A
3.981,0.61,0.01,A
3.981,0.61,0.01,A
3.869,0.67,0.25,A
3.865,0.78,0.26,A
3.9,0.78,0.17,A
3.888,0.85,0.2,A
3.698,0.9,0.96,K
3.892,1.32,0.19,A
3.881,1.45,0.22,A
3.869,1.54,0.25,A
3.905,1.54,0.16,A
3.905,1.54,0.16,A
3.905,1.54,0.16,A
3.888,1.67,0.2,A
3.888,1.67,0.2,A
3.888,1.67,0.2,A
3.888,1.7,0.2,A
3.888,1.7,0.2,A
3.888,1.7,0.2,A
3.881,1.73,0.22,A
3.885,1.96,0.21,A
3.892,2.02,0.19,A
3.85,2.18,0.3,A
3.877,2.31,0.23,A
3.888,2.33,0.2,A
3.869,2.5,0.25,A
3.844,2.71,0.32,F
3.844,2.81,0.32,F
3.844,2.89,0.32,F
3.844,3.0,0.32,F
3.831,3.04,0.36,F
3.822,3.23,0.39,F
3.793,3.31,0.49,F
3.793,3.31,0.49,F
3.793,3.31,0.49,F
3.813,3.37,0.42,F
3.819,3.39,0.4,F
3.816,3.42,0.41,F
3.809,3.55,0.43,F
3.816,3.59,0.41,F
3.806,3.67,0.44,F
3.809,3.68,0.43,F
3.803,3.77,0.45,F
3.798,3.79,0.47,F
3.8,3.83,0.46,F
3.798,3.85,0.47,F
3.8,3.88,0.46,F
3.795,3.89,0.48,F
3.773,3.96,0.58,F
3.773,3.96,0.58,F
3.773,3.96,0.58,F
3.789,4.08,0.51,F
3.793,4.11,0.49,F
3.789,4.11,0.51,F
3.789,4.23,0.51,F
3.775,4.24,0.57,G
3.789,4.3,0.51,G
3.786,4.3,0.52,G
3.75,4.31,0.68,G
3.75,4.31,0.68,G
3.75,4.31,0.68,G
3.768,4.41,0.6,G
3.77,4.47,0.59,G
3.773,4.66,0.58,G
3.773,4.69,0.58,G
3.748,4.7,0.69,G
3.768,4.72,0.6,G
3.75,4.87,0.68,G
3.764,4.93,0.62,G
3.727,5.01,0.78,G
3.741,5.02,0.72,G
3.757,5.03,0.65,G
3.757,5.05,0.65,G
3.741,5.34,0.72,G
3.784,5.42,0.53,G
3.741,5.5,0.72,K
3.698,5.59,0.91,K
3.732,5.63,0.76,K
3.727,5.71,0.78,K
3.732,5.78,0.76,K
3.68,5.87,0.99,K
3.72,5.98,0.81,K
3.714,6.06,0.84,K
3.709,6.09,0.86,K
3.68,6.12,0.99,K
3.707,6.17,0.87,K
3.705,6.2,0.88,K
3.702,6.36,0.89,K
3.693,6.43,0.93,K
3.691,6.53,0.94,K
3.682,6.63,0.98,K
3.677,6.64,1.0,K
3.67,6.68,1.03,K
3.682,6.74,0.98,K
3.682,6.83,0.98,K
3.666,7.13,1.05,K
3.659,7.2,1.08,K
3.72,7.7,0.81,K
3.611,7.97,1.29,K
4.212,-2.84,0.14,B
4.2,-2.71,0.15,B
3.676,-2.14,1.53,K
3.676,-2.14,1.53,K
3.676,-2.14,1.53,K
3.956,-1.31,0.37,B
4.183,-1.0,0.16,A
4.3,-0.5,0.08,B
4.212,-0.17,0.14,A
4.15,-0.12,0.18,A
4.133,-0.12,0.19,A
4.133,-0.12,0.19,A
4.133,-0.12,0.19,A
4.03,0.04,0.27,A
4.05,0.13,0.25,A
4.6,0.28,0.01,B
4.062,0.29,0.24,A
3.981,0.32,0.33,A
4.062,0.36,0.24,A
4.133,0.39,0.19,A
3.994,0.4,0.31,A
4.087,0.44,0.22,A
4.167,0.63,0.17,A
4.15,0.81,0.18,A
4.1,0.89,0.21,A
3.994,0.92,0.31,A
3.932,0.94,0.42,A
4.075,0.95,0.23,A
3.956,1.04,0.37,A
4.04,1.06,0.26,A
3.956,1.09,0.37,A
3.909,1.3,0.47,F
4.183,1.32,0.16,A
4.225,1.34,0.13,A
3.923,1.39,0.44,F
4.117,1.42,0.2,A
3.975,1.47,0.34,A
3.975,1.47,0.34,A
3.975,1.47,0.34,A
3.963,1.8,0.36,A
3.963,1.8,0.36,A
3.963,1.8,0.36,A
3.918,1.85,0.45,A
3.918,1.95,0.45,A
4.238,2.12,0.12,A
3.905,2.19,0.48,F
4.03,2.2,0.27,A
3.918,2.21,0.45,F
3.918,2.21,0.45,F
3.918,2.21,0.45,F
3.918,2.21,0.45,F
3.918,2.21,0.45,F
3.918,2.21,0.45,F
4.212,2.22,0.14,A
4.01,2.22,0.29,A
3.941,2.23,0.4,F
4.0,2.23,0.3,A
3.988,2.27,0.32,A
3.914,2.28,0.46,F
3.914,2.28,0.46,F
3.914,2.28,0.46,F
4.05,2.41,0.25,A
3.969,2.42,0.35,F
3.969,2.45,0.35,F
3.95,2.48,0.38,F
3.881,2.51,0.54,F
3.95,2.52,0.38,F
3.975,2.52,0.34,F
4.15,2.55,0.18,A
4.05,2.58,0.25,A
4.133,2.58,0.19,A
3.969,2.59,0.35,F
3.881,2.59,0.54,F
3.95,2.63,0.38,F
3.969,2.65,0.35,F
3.988,2.66,0.32,F
3.941,2.75,0.4,F
3.936,2.75,0.41,F
4.15,2.79,0.18,A
3.95,2.86,0.38,F
4.04,2.86,0.26,A
3.969,2.93,0.35,F
3.923,2.95,0.44,F
3.963,2.97,0.36,F
4.0,3.06,0.3,F
3.956,3.06,0.37,F
3.914,3.07,0.46,F
3.95,3.09,0.38,F
3.724,-1.15,1.01,G
3.724,-1.15,1.01,G
3.724,-1.15,1.01,G
3.9,-0.46,0.29,B
3.708,-0.22,1.03,G
3.708,-0.22,1.03,G
3.708,-0.22,1.03,G
3.988,-0.22,0.12,A
3.754,-0.19,0.79,G
4.1,-0.15,0.01,B
4.02,-0.02,0.08,A
3.9,0.01,0.29,A
3.981,0.06,0.13,A
3.994,0.17,0.11,A
4.1,0.44,0.01,B
4.02,0.44,0.08,A
4.02,0.44,0.08,A
4.02,0.44,0.08,A
3.994,0.64,0.11,A
3.994,0.64,0.11,A
3.994,0.64,0.11,A
4.183,0.65,-0.04,B
4.075,0.72,0.03,A
4.02,0.8,0.08,A
3.936,1.28,0.21,A
4.117,1.35,0.0,A
4.117,1.35,0.0,A
3.956,1.41,0.17,A
4.167,1.49,-0.03,A
3.963,1.52,0.16,A
4.0,1.57,0.1,A
3.994,1.63,0.11,A
3.969,1.63,0.15,A
3.95,1.7,0.18,A
4.05,1.71,0.05,A
4.0,1.76,0.1,A
3.994,1.81,0.11,A
4.01,1.82,0.09,A
4.087,1.85,0.02,A
3.981,1.9,0.13,A
3.975,1.99,0.14,A
3.927,1.99,0.23,A
3.909,2.03,0.27,A
3.981,2.07,0.13,A
4.01,2.08,0.09,A
3.927,2.12,0.23,A
3.941,2.16,0.2,A
3.869,2.22,0.37,F
3.941,2.23,0.2,A
3.862,2.44,0.39,F
3.862,2.44,0.39,F
3.862,2.44,0.39,F
3.923,2.56,0.24,A
3.909,2.63,0.27,A
3.941,2.79,0.2,A
4.04,2.85,0.06,A
3.828,2.86,0.49,F
3.932,2.94,0.22,A
3.963,2.95,0.16,A
3.932,2.98,0.22,F
3.858,2.99,0.4,F
3.877,3.08,0.35,F
4.02,-2.21,0.13,B
3.727,-1.72,1.12,G
3.727,-1.72,1.12,G
3.727,-1.72,1.12,G
3.704,-1.71,1.25,K
3.704,-1.71,1.25,K
3.704,-1.71,1.25,K
4.01,-1.63,0.14,B
3.963,-1.58,0.21,B
4.087,-1.58,0.07,B
3.963,-1.57,0.21,B
4.04,-1.42,0.11,B
4.087,-1.27,0.07,B
4.03,-1.21,0.12,B
3.994,-1.09,0.16,A
4.0,-1.02,0.15,A
4.3,-0.95,-0.07,B
4.03,-0.74,0.12,A
4.3,-0.7,-0.07,B
4.133,-0.44,0.04,B
4.167,-0.42,0.02,B
4.325,-0.42,-0.08,B
4.15,-0.38,0.03,B
4.075,-0.28,0.08,B
4.15,-0.26,0.03,B
4.133,-0.24,0.04,B
4.238,-0.14,-0.03,B
4.03,-0.12,0.12,A
4.183,0.11,0.01,B
4.15,0.24,0.03,B
3.988,0.35,0.17,A
4.01,0.41,0.14,A
4.0,0.49,0.15,A
4.212,0.51,-0.01,B
4.225,0.52,-0.02,B
3.975,0.58,0.19,A
4.15,0.59,0.03,A
4.267,0.6,-0.05,B
4.225,0.77,-0.02,B
4.01,0.81,0.14,A
4.133,0.86,0.04,A
4.212,0.87,-0.01,A
4.087,0.96,0.07,A
3.994,0.99,0.16,A
4.075,1.05,0.08,A
4.02,1.17,0.13,A
4.183,1.19,0.01,A
3.988,1.24,0.17,A
4.05,1.3,0.1,A
4.05,1.34,0.1,A
4.03,1.36,0.12,A
3.969,1.44,0.2,A
4.062,1.47,0.09,A
4.0,1.49,0.15,A
4.1,1.51,0.06,A
4.01,1.58,0.14,A
3.95,1.63,0.23,A
3.963,1.69,0.21,A
3.988,1.69,0.17,A
3.844,1.79,0.49,A
3.956,1.88,0.22,A
4.03,1.9,0.12,A
3.981,1.95,0.18,A
3.956,1.96,0.22,A
3.941,1.98,0.25,A
3.963,2.03,0.21,A
3.956,2.05,0.22,A
3.914,2.05,0.31,A
3.828,2.06,0.54,A
3.994,2.08,0.16,A
3.885,2.09,0.38,F
4.02,2.09,0.13,A
3.963,2.13,0.21,A
4.03,2.15,0.12,A
3.981,2.16,0.18,A
3.994,2.22,0.16,A
3.945,2.24,0.24,A
3.956,2.27,0.22,A
3.975,2.34,0.19,A
3.764,2.35,0.79,F
3.936,2.37,0.26,A
3.95,2.4,0.23,A
3.923,2.41,0.29,A
4.03,2.47,0.12,A
4.05,2.47,0.1,A
3.896,2.52,0.35,F
3.877,2.59,0.4,F
3.927,2.62,0.28,F
3.927,2.65,0.28,F
3.969,2.65,0.2,A
3.905,2.67,0.33,F
3.896,2.77,0.35,F
3.905,2.81,0.33,F
3.844,2.87,0.49,F
3.844,2.87,0.49,F
3.844,2.87,0.49,F
3.873,2.88,0.41,F
3.862,2.88,0.44,F
3.85,2.88,0.47,F
3.85,2.88,0.47,F
3.85,2.88,0.47,F
3.837,2.89,0.51,F
3.914,2.9,0.31,F
3.918,2.93,0.3,F
3.858,2.98,0.45,F
3.644,3.19,1.4,K
3.854,3.22,0.46,F
3.656,3.38,1.34,K
3.9,3.43,0.34,F
3.831,3.75,0.53,F
3.816,4.03,0.58,F
3.803,-3.21,0.82,G
3.803,-3.21,0.82,G
3.803,-3.21,0.82,G
3.716,-0.33,1.25,G
3.716,-0.33,1.25,G
3.716,-0.33,1.25,G
3.988,-0.18,0.34,B
3.741,-0.1,1.09,G
3.741,-0.1,1.09,G
3.741,-0.1,1.09,G
3.738,-0.06,1.1,G
3.738,-0.06,1.1,G
3.738,-0.06,1.1,G
4.1,-0.05,0.23,A
4.25,0.0,0.13,A
3.61,0.15,1.73,K
3.61,0.15,1.73,K
3.61,0.15,1.73,K
4.0,0.22,0.32,A
3.674,0.31,1.42,K
3.674,0.31,1.42,K
3.674,0.31,1.42,K
4.267,0.53,0.12,A
3.963,0.72,0.38,A
4.0,0.76,0.32,A
4.01,0.81,0.31,A
3.981,0.86,0.35,A
4.1,1.06,0.23,A
4.062,1.1,0.26,A
3.945,1.16,0.41,A
4.183,1.17,0.18,A
3.969,1.26,0.37,A
4.15,1.27,0.2,A
3.923,1.3,0.46,F
3.914,1.32,0.48,F
3.918,1.33,0.47,F
3.95,1.34,0.4,F
3.932,1.36,0.44,F
4.04,1.37,0.28,A
4.01,1.37,0.31,A
4.15,1.45,0.2,A
3.963,1.46,0.38,F
4.1,1.47,0.23,A
3.963,1.48,0.38,F
4.2,1.52,0.17,A
3.941,1.54,0.42,F
4.0,1.61,0.32,A
3.956,1.64,0.39,F
4.2,1.64,0.17,A
3.927,1.75,0.45,A
3.975,1.78,0.36,A
4.03,1.79,0.29,A
3.918,1.79,0.47,A
3.936,1.8,0.43,A
3.981,1.81,0.35,A
3.95,1.83,0.4,A
3.95,1.83,0.4,A
3.95,1.83,0.4,A
3.981,1.87,0.35,A
3.892,1.98,0.53,A
4.0,2.06,0.32,A
4.02,2.06,0.3,A
4.04,2.07,0.28,A
4.05,2.07,0.27,A
3.969,2.08,0.37,A
4.062,2.08,0.26,A
4.0,2.08,0.32,A
4.183,2.08,0.18,A
4.117,2.13,0.22,A
4.133,2.15,0.21,A
3.923,2.16,0.46,F
3.975,2.18,0.36,A
3.927,2.2,0.45,F
3.927,2.2,0.45,F
3.927,2.2,0.45,F
3.914,2.21,0.48,F
3.932,2.26,0.44,F
3.932,2.26,0.44,F
3.932,2.26,0.44,F
3.941,2.27,0.42,F
3.975,2.29,0.36,F
4.087,2.29,0.24,A
3.914,2.33,0.48,F
3.914,2.33,0.48,F
3.914,2.33,0.48,F
3.963,2.37,0.38,F
3.941,2.37,0.42,F
3.914,0.38,0.24,A
3.941,0.51,0.18,A
3.914,0.72,0.24,A
3.715,0.76,0.97,K
3.941,0.95,0.18,A
3.888,1.01,0.3,A
3.909,1.16,0.25,A
3.698,1.36,1.06,K
3.905,1.55,0.26,A
3.888,2.07,0.3,A
3.888,2.07,0.3,A
3.888,2.07,0.3,A
3.923,2.08,0.22,A
3.885,2.2,0.31,A
3.885,2.2,0.31,A
3.885,2.2,0.31,A
3.909,2.21,0.25,A
3.862,2.24,0.37,F
3.854,2.25,0.39,F
3.975,2.33,0.12,A
3.896,2.37,0.28,A
3.854,2.47,0.39,F
3.854,2.47,0.39,F
3.854,2.47,0.39,F
3.936,2.55,0.19,A
3.873,2.56,0.34,F
3.862,2.59,0.37,F
3.862,2.59,0.37,F
3.862,2.59,0.37,F
3.918,2.69,0.23,A
3.888,2.72,0.3,F
3.885,2.79,0.31,F
3.892,2.8,0.29,F
3.869,2.81,0.35,F
3.847,2.99,0.41,F
3.9,3.04,0.27,F
3.806,3.86,0.54,F
3.553,-2.69,1.78,K
4.212,-2.11,-0.09,B
3.618,-2.1,1.56,K
3.618,-2.1,1.56,K
3.618,-2.1,1.56,K
4.15,-1.55,-0.05,B
3.663,-1.16,1.28,G
3.663,-1.16,1.28,G
3.663,-1.16,1.28,G
4.1,-1.1,-0.02,B
4.075,-1.1,0.0,B
4.1,-0.97,-0.02,B
4.03,-0.61,0.04,B
4.167,-0.21,-0.06,B
4.05,-0.11,0.02,B
4.05,-0.11,0.02,B
4.05,-0.11,0.02,B
4.03,-0.02,0.04,B
4.117,0.21,-0.03,B
4.062,0.35,0.01,B
4.075,0.36,0.0,B
4.1,0.51,-0.02,B
4.03,0.52,0.04,A
4.075,0.52,0.0,B
4.03,0.67,0.04,A
4.01,0.69,0.06,A
4.03,0.7,0.04,A
3.994,0.9,0.08,A
4.0,0.92,0.07,A
4.075,0.93,0.0,A
4.01,0.93,0.06,A
4.062,1.0,0.01,A
4.03,1.07,0.04,A
4.01,1.08,0.06,A
4.05,1.14,0.02,A
4.01,1.18,0.06,A
4.04,1.23,0.03,A
3.981,1.31,0.1,A
3.981,1.34,0.1,A
3.975,1.42,0.11,A
4.03,1.57,0.04,A
3.981,1.58,0.1,A
3.927,1.65,0.2,A
4.0,1.68,0.07,A
3.988,1.71,0.09,A
3.914,1.72,0.23,A
3.914,1.72,0.23,A
3.914,1.72,0.23,A
3.981,1.73,0.1,A
3.988,1.74,0.09,A
3.981,1.78,0.1,A
4.0,1.8,0.07,A
3.918,1.81,0.22,A
3.963,1.83,0.13,A
3.918,1.84,0.22,A
3.975,1.84,0.11,A
3.936,1.9,0.18,A
3.936,2.0,0.18,A
3.936,2.06,0.18,A
3.963,2.08,0.13,A
3.95,2.11,0.15,A
3.881,2.24,0.31,A
3.881,2.24,0.31,A
3.881,2.24,0.31,A
3.923,2.24,0.21,A
3.95,2.31,0.15,A
3.885,2.53,0.3,F
3.963,2.66,0.13,A
3.885,2.67,0.3,F
3.877,2.87,0.32,F
3.877,3.1,0.32,F
3.798,4.1,0.56,F
3.608,0.71,1.8,K
3.608,0.71,1.8,K
3.608,0.71,1.8,K
4.062,0.88,0.32,A
3.74,0.95,1.14,K
3.672,1.33,1.49,K
3.672,1.33,1.49,K
3.672,1.33,1.49,K
3.698,1.33,1.36,K
4.0,1.45,0.38,F
4.0,1.45,0.38,F
4.0,1.45,0.38,F
4.133,1.45,0.27,A
3.69,1.56,1.4,K
4.062,1.58,0.32,A
3.706,1.66,1.32,K
3.927,1.7,0.51,A
3.981,1.79,0.41,A
3.981,1.79,0.41,A
3.981,1.79,0.41,A
4.15,1.85,0.26,A
3.994,1.87,0.39,A
3.988,1.94,0.4,A
3.642,1.99,1.64,K
3.642,1.99,1.64,K
3.642,1.99,1.64,K
4.212,2.24,0.22,A
4.0,2.26,0.38,F
4.1,2.35,0.29,A
3.927,2.4,0.51,F
3.927,2.4,0.51,F
3.927,2.4,0.51,F
4.15,2.47,0.26,A
4.0,2.62,0.38,F
4.225,2.62,0.21,A
3.936,2.67,0.49,F
3.95,2.72,0.46,F
4.062,2.85,0.32,F
3.975,2.87,0.42,F
4.15,2.95,0.26,A
3.914,3.1,0.54,F
3.994,3.13,0.39,F
3.936,3.14,0.49,F
3.905,3.27,0.56,F
3.945,3.37,0.47,F
3.923,3.39,0.52,F
3.9,3.42,0.57,F
3.923,3.46,0.52,F
3.892,3.5,0.59,F
3.909,3.56,0.55,F
3.881,3.63,0.62,F
3.854,3.64,0.69,G
3.927,3.66,0.51,F
3.869,3.67,0.65,G
3.9,3.67,0.57,F
3.936,3.7,0.49,F
3.834,3.75,0.75,G
3.834,3.75,0.75,G
3.834,3.75,0.75,G
3.85,3.76,0.7,G
3.819,3.81,0.8,G
3.9,3.84,0.57,F
3.837,3.88,0.74,G
3.837,3.88,0.74,G
3.837,3.88,0.74,G
3.8,3.93,0.86,G
3.784,4.05,0.93,G
3.798,4.11,0.87,G
3.828,4.22,0.77,G
3.847,4.26,0.71,G
3.784,4.29,0.93,G
3.745,4.3,1.1,K
3.825,4.35,0.78,G
3.8,4.36,0.86,G
3.8,4.36,0.86,G
3.8,4.36,0.86,G
3.786,4.39,0.92,G
3.837,4.41,0.74,G
3.837,4.48,0.74,G
3.791,4.5,0.9,G
3.819,4.6,0.8,G
4.01,-0.49,0.05,B
4.117,-0.45,-0.04,B
3.682,-0.41,1.12,G
3.682,-0.41,1.12,G
3.682,-0.41,1.12,G
4.0,0.22,0.06,A
4.04,0.43,0.02,A
4.117,0.44,-0.04,B
4.0,0.86,0.06,A
4.03,1.14,0.03,A
3.905,1.34,0.24,A
4.087,1.42,-0.02,A
4.062,1.58,0.0,A
3.914,1.75,0.22,A
3.914,1.75,0.22,A
3.914,1.75,0.22,A
3.896,1.91,0.26,A
3.896,1.91,0.26,A
3.896,1.91,0.26,A
3.969,2.12,0.11,A
4.0,2.18,0.06,A
3.927,2.2,0.19,A
3.892,2.32,0.27,A
3.914,2.41,0.22,A
3.892,2.49,0.27,A
3.881,2.58,0.3,F
3.869,2.76,0.33,F
3.822,2.83,0.47,F
3.837,2.97,0.42,F
3.85,2.98,0.38,F
3.877,3.04,0.31,F
3.858,3.12,0.36,F
3.914,3.24,0.22,F
3.831,3.26,0.44,F
3.854,3.33,0.37,F
3.761,3.36,0.71,G
3.847,3.6,0.39,F
3.786,3.72,0.6,F
3.786,3.72,0.6,F
3.786,3.72,0.6,F
3.8,3.76,0.54,F
3.784,3.88,0.61,G
