Seq,SIMBAD_ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,Meta,eMeta1,eMeta2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logL,logR,logT
486,KIC12307366,1.39,0.29,0.08,3.81,0.3,0.12,5064,79,79,10.13,1.082571779,1.082571779,0.02,0.1,0.15,3.429,0.011,0.012,0.0253,0.0011,0.0011,4.4746642,PMS,K,,C14sdss,13.30935252,5.511811024,1.560031596,10.68678953,A,1.0056094453602804,0.5809249756756193,3.7044936970092985
738,KIC7668623,1.389,0.077103826,0.070837843,2.291,0.055217751,0.04669047,6277,48,48,8.698,0.736795261,0.736795261,-0.004,0.1,0.1,3.859,0.012529964,0.010816654,0.1151,0.003092681,0.003043961,3.6795427,MS,F,,serenelli17,5.32547405,2.224099103,0.764696511,8.470858364,A,0.9394194033293172,0.3600250891893975,3.7977521286507105
347,KIC10272858,1.389,0.076275815,0.073006849,3.636,0.070802542,0.068410526,5208,68,68,9.418,0.909557215,0.909557215,0.11,0.072111026,0.072111026,3.459,0.007211103,0.008062258,0.02891,0.000513842,0.000514734,4.3802722,PMS,G,p,serenelli17,5.373746015,1.91437112,1.305683564,9.657647214,A,0.9739586861067037,0.5606238745499299,3.7166709755601355
193,V1143_Cyg A,1.388,0.016,0.016,1.347,0.023,0.023,6460,100,100,2.838,0.217,0.217,,,,4.323,0.016,0.016,,,,3.5595862,MS,F,,eker14,1.152737752,1.707498144,1.547987616,7.646229739,EB,0.4530123911214552,0.12936759572298562,3.8102325179950842
153,TV_Cet A,1.385,0.052,0.052,1.484,0.02,0.02,6902,150,150,4.487,0.444,0.444,,,,4.231,0.02,0.02,,,,3.2698552,MS,F,,eker14,3.754512635,1.347708895,2.173283106,9.895252953,EB,0.6519560695330743,0.17143390094300825,3.838974954955468
880,KIC9455860,1.385,0.072249567,0.065115282,1.678,0.051078371,0.048332184,6716,59,59,5.166,0.422130072,0.422130072,-0.051,0.1,0.1,4.129,0.018973666,0.019924859,0.2934,0.020226868,0.019722347,3.3917782,MS,F,,serenelli17,4.95901985,2.962173869,0.878499107,8.171313831,A,0.7131544018372984,0.22479195649268147,3.827110687466011
886,KIC9542776,1.385,0.084864598,0.080659779,2.475,0.153388396,0.13689412,6343,87,87,11.52,1.024578719,1.024578719,-0.157,0.101,0.101,3.791,0.035510562,0.03748333,0.09076,0.013340558,0.012311092,3.6362797,MS,F,,serenelli17,5.975609291,5.864293244,1.37159073,8.893912488,A,1.0614524790871933,0.39357520326958756,3.802294711397464
780,KIC8241455,1.383,0.060876925,0.061619802,2.429,0.049091751,0.048259714,6262,66,66,9.402,0.792686091,0.792686091,-0.094,0.099,0.099,3.806,0.012083046,0.012083046,0.09617,0.003440894,0.0033419,3.6893752,MS,F,,serenelli17,4.42865969,2.003941229,1.053976365,8.431036921,A,0.9732202468522337,0.38542751480513054,3.7967130632808965
563,KIC4351319,1.383,0.078294317,0.074686009,3.455,0.072945185,0.072069411,5001,61,61,7.018,0.6803097,0.6803097,0.229,0.1,0.1,3.501,0.00728011,0.00728011,0.0335,0.000396594,0.000394751,4.5159607,PMS,K,,serenelli17,5.53074208,2.098619333,1.219756049,9.693783125,A,0.8462133638793874,0.5384480517102173,3.699056854547668
337,KIC10129349,1.381,0.057801384,0.057008771,1.534,0.041146081,0.039357337,6699,56,56,4.248,0.367732675,0.367732675,0.045,0.1,0.1,4.206,0.017720045,0.017720045,0.3817,0.019172951,0.019163438,3.4029217,MS,F,,serenelli17,4.15677608,2.623970617,0.835945664,8.656607224,A,0.6281845080734126,0.18582535961296218,3.8260099777911005
401,KIC11074380,1.381,0.136191042,0.152052622,2.778,0.127475488,0.141852036,5154,87,87,5.285,0.45816821,0.45816821,0.082,0.1,0.1,3.689,0.013341664,0.014317821,0.06425,0.00372552,0.003524802,4.4156692,PMS,K,,serenelli17,10.43604869,4.847507621,1.688009313,8.66921873,A,0.723044991643445,0.4437322414015968,3.712144414214886
835,KIC8981766,1.38,0.11,0.09,1.82,0.05,0.05,6237,72,72,14.37,1.342844371,1.342844371,-0.18,0.25,0.25,4.059,0.014,0.015,0.2294,0.0093,0.009,3.7057627,MS,F,,C14sdss,7.246376812,2.747252747,1.154401154,9.344776419,A,1.1574567681342256,0.2600713879850748,3.794975744051132
901,KIC9762786,1.38,0.14,0.19,1.96,0.1,0.12,6482,52,52,6.917,0.598725134,0.598725134,0.06,0.15,0.15,3.99,0.014,0.014,0.1826,0.013,0.012,3.5451652,MS,F,,C14sdss,11.95652174,5.612244898,0.802221537,8.655849854,A,0.839917775678681,0.292256071356476,3.811709026696191
800,KIC8491374,1.38,0.14,0.19,1.95,0.09,0.1,6520,65,65,5.685,0.476353911,0.476353911,0.0,0.15,0.1,3.988,0.023,0.023,0.1822,0.0132,0.0127,3.5202562,MS,F,,C14sdss,11.95652174,4.871794872,0.996932515,8.379136519,A,0.7547304690237535,0.290034611362518,3.81424759573192
884,KIC9471974,1.38,0.09,0.09,2.19,0.12,0.12,5854,92,92,,,,0.374,0.072111026,0.072111026,,,,0.133513245,0.017044244,0.017044244,3.9568192,PMS,G,p,huber13,6.52173913,5.479452055,1.571574991,100.0,A,,0.34044411484011833,3.7674527180977733
407,KIC11098033,1.38,0.21,0.14,2.26,0.12,0.09,6358,66,66,6.502,0.578005387,0.578005387,-0.14,0.2,0.15,3.877,0.024,0.027,0.1212,0.0087,0.0082,3.6264472,MS,F,,C14sdss,12.68115942,4.646017699,1.038062284,8.889655288,A,0.8130469651601079,0.35410843914740087,3.803320523578754
777,KIC8216936,1.378,0.085632938,0.111503363,1.896,0.089693924,0.084599054,6437,50,50,9.234,0.780591873,0.780591873,-0.106,0.1,0.1,4.017,0.021095023,0.024083189,0.1999,0.02804105,0.013043178,3.5746627,MS,F,,serenelli17,7.15298624,4.596333817,0.77675936,8.453453244,A,0.9653898702151223,0.2778383330020474,3.808683509128969
583,KIC4756112,1.378,0.073,0.071505245,2.619,0.090476516,0.08579627,6182,60,60,11.38,1.040684239,1.040684239,-0.209,0.1,0.1,3.739,0.019416488,0.020396078,0.07641,0.005813754,0.005610693,3.7418152,MS,F,,serenelli17,5.243296247,3.365268931,0.970559689,9.144852718,A,1.0561422620590524,0.4181354984252322,3.791129000727286
35,BW_Aqr B,1.377,0.02,0.02,1.788,0.04,0.04,6450,100,100,4.966,0.417,0.417,-0.07,0.11,0.11,4.075,0.022,0.022,,,,3.5661412,MS,F,,eker14,1.452432825,2.237136465,1.550387597,8.397100282,EB,0.6960067152185455,0.25236751445989886,3.8095597146352675
801,KIC8493735,1.374,0.067119297,0.065459911,2.585,0.070837843,0.068949257,5965,109,109,7.573,0.667866433,0.667866433,-0.08,0.1,0.1,3.749,0.015524175,0.015524175,0.0792,0.004488242,0.004362698,3.8840587,PMS,G,,serenelli17,4.824570894,2.703812373,1.827326069,8.819047052,A,0.8792679568246128,0.4124605474299613,3.775610448006361
842,KIC9073645,1.373,0.077794601,0.070292247,2.342,0.087664132,0.079649231,6438,64,64,8.356,0.740955344,0.740955344,-0.152,0.1,0.1,3.836,0.021377558,0.021377558,0.1067,0.008079563,0.007867238,3.5740072,MS,F,,serenelli17,5.392820409,3.572018847,0.994097546,8.867344949,A,0.921998431308271,0.3695868907363443,3.808750972349595
745,KIC7799349,1.372,0.085906926,0.080049984,2.823,0.071805292,0.069856997,5038,71,71,4.84,0.467917817,0.467917817,0.195,0.1,0.1,3.673,0.00728011,0.00728011,0.06089,0.001233383,0.001227757,4.4917072,PMS,K,,serenelli17,6.047992375,2.509073487,1.409289401,9.667723494,A,0.6848453616444125,0.45071087814691935,3.702258163162094
591,KIC4931390,1.37,0.1,0.1,1.41,0.04,0.04,6557,51,51,3.532,0.310919875,0.310919875,-0.06,0.15,0.15,4.274,0.012,0.012,0.487,0.0134,0.0131,3.4960027,MS,F,,C14sdss,7.299270073,2.836879433,0.777794723,8.802940957,A,0.548020694905531,0.14921911265537988,3.816705183666515
871,KIC9390670,1.37,0.071505245,0.069526973,1.711,0.06946222,0.064884513,6246,50,50,4.782,0.397738991,0.397738991,0.195,0.1,0.1,4.107,0.024186773,0.025179357,0.2734,0.024442008,0.02398665,3.6998632,MS,F,,serenelli17,5.147161232,3.92597115,0.800512328,8.317419308,A,0.679609571779756,0.23325000954110028,3.7956019798941796
910,KIC9872292,1.37,0.1,0.1,1.82,0.05,0.05,6260,116,116,4.188,0.349596723,0.349596723,-0.131,0.072111026,0.072111026,,,,0.222995526,0.007811945,0.007811945,3.6906862,MS,F,p,huber13,7.299270073,2.747252747,1.853035144,8.347581727,A,0.6220066730068047,0.2600713879850748,3.7965743332104296
754,KIC7938112,1.37,0.13,0.17,1.84,0.07,0.09,6520,70,70,7.203,0.779587287,0.779587287,-0.22,0.15,0.15,4.043,0.018,0.02,0.219,0.013,0.0125,3.5202562,MS,F,,C14sdss,10.94890511,4.347826087,1.073619632,10.82309159,A,0.8575134147766897,0.2648178230095365,3.81424759573192
490,KIC12507240,1.37,0.11,0.1,1.94,0.06,0.06,6157,97,97,4.666,0.394698516,0.394698516,0.02,0.2,0.15,4.001,0.015,0.015,0.1892,0.0071,0.0071,3.7582027,MS,F,,C14sdss,7.664233577,3.092783505,1.575442586,8.45903378,A,0.6689447344577338,0.287801729930226,3.7893691535914815
350,KIC10290021,1.37,0.13,0.11,2.05,0.06,0.07,6215,56,56,6.234,0.534000492,0.534000492,0.06,0.15,0.1,3.955,0.014,0.015,0.1612,0.0045,0.0045,3.7201837,MS,F,,C14sdss,8.759124088,3.170731707,0.901045857,8.565936677,A,0.7947667979408211,0.31175386105575426,3.7934411329776636
898,KIC9715099,1.37,0.15,0.17,2.49,0.1,0.11,6225,53,53,9.337,0.806574527,0.806574527,-0.22,0.4,0.3,3.78,0.019,0.019,0.0886,0.0032,0.0031,3.7136287,MS,F,,C14sdss,11.67883212,4.21686747,0.851405622,8.63847624,A,0.9702073588068546,0.3961993470957364,3.794139355767774
456,KIC11802939,1.37,0.16,0.19,2.68,0.15,0.15,6045,82,82,10.02,0.888111408,0.888111408,0.06,0.15,0.15,3.718,0.03,0.03,0.0713,0.0071,0.0069,3.8316187,PMS,F,,C14sdss,12.77372263,5.597014925,1.356492969,8.863387301,A,1.000867721531227,0.42813479402878885,3.7813963051967905
459,KIC11809558,1.37,0.17,0.14,3.0,0.14,0.12,5089,105,105,5.24,0.506955178,0.506955178,0.24,0.15,0.2,3.618,0.014,0.014,0.0504,0.0015,0.0015,4.4582767,PMS,K,,C14sdss,11.31386861,4.333333333,2.063273728,9.674717141,A,0.7193312869837266,0.47712125471966244,3.7066324508732946
812,KIC8607720,1.37,0.07,0.07,5.32,0.11,0.11,5066,75,75,15.73,1.599209409,1.599209409,-0.141,0.072111026,0.072111026,,,,0.009054755,7.81e-05,7.81e-05,4.4733532,PMS,K,p,huber13,5.109489051,2.067669173,1.480457955,10.16662053,A,1.1967287226232868,0.7259116322950482,3.704665185454529
161,TYC_3121-1659-1 A,1.369,0.23,0.23,1.602,0.09,0.09,6700,150,150,4.645,0.775,0.775,,,,4.17,0.03,0.03,,,,3.4022662,MS,F,,eker14,16.80058437,5.617977528,2.23880597,16.6846071,EB,0.6669857183296606,0.20466251174821887,3.8260748027008264
729,KIC7510397,1.3683,0.0209,0.0209,1.8574,0.018,0.018,6171,77,77,4.924,0.178,0.14,-0.21,0.1,0.1,4.0359,0.0044,0.0066,0.213393935,0.004420851,0.004651658,3.7490257,MS,F,,silva17,1.527442812,0.969096587,1.247771836,3.229082047,A,0.6923180442592788,0.2689054412120143,3.7903555464143865
380,KIC10730618,1.368,0.056727418,0.055226805,1.777,0.024083189,0.024083189,6422,54,54,4.894,0.397201754,0.397201754,-0.006,0.1,0.1,4.074,0.007211103,0.007211103,0.2436,0.002302602,0.00220299,3.5844952,MS,F,,serenelli17,4.091894134,1.355272322,0.840859545,8.116096328,A,0.6896639650157704,0.2496874278053015,3.8076703012304836
37,CD_Tau B,1.366,0.016,0.016,1.584,0.02,0.02,6200,50,50,3.327,0.141,0.141,0.08,0.15,0.15,4.174,0.012,0.012,,,,3.7300162,MS,F,,eker14,1.171303075,1.262626263,0.806451613,4.238052299,EB,0.5220528008688224,0.19975517725347472,3.792391689498254
415,KIC11193681,1.364,0.048020829,0.050606324,2.4,0.040360872,0.041868843,5697,77,77,5.823,0.507869162,0.507869162,0.137,0.102,0.102,3.812,0.006708204,0.006708204,0.09862,0.002280339,0.002282263,4.0597327,PMS,G,,serenelli17,3.615364829,1.713119062,1.351588555,8.721778499,A,0.7651467901080253,0.38021124171160603,3.75564621945668
32,BS_Dra A,1.363,0.054,0.054,1.508,0.043,0.043,6699,479,479,4.256,0.089,0.089,,,,,,,,,,3.4029217,MS,F,,malkov07,3.961848863,2.851458886,7.150320943,2.091165414,EB,0.6290016192869918,0.17840134153375525,3.8260099777911005
479,KIC12069569,1.363,0.076380626,0.070434367,2.314,0.094847246,0.088549421,6357,59,59,9.057,0.828832831,0.828832831,-0.109,0.1,0.1,3.843,0.024515301,0.025495098,0.1097,0.010009015,0.009625069,3.6271027,MS,F,,serenelli17,5.38572973,3.962762896,0.928110744,9.151295471,A,0.9569843677427602,0.3643633546157308,3.803252211430457
608,KIC5353186,1.362,0.210582525,0.087709749,2.187,0.104709121,0.06726812,6166,55,55,7.67,0.655138126,0.655138126,0.073,0.1,0.1,3.893,0.012649111,0.012649111,0.13,0.005482622,0.005401681,3.7523032,MS,F,,serenelli17,10.95052401,3.931807068,0.891988323,8.541566178,A,0.884795363948981,0.33984878303763705,3.7900035203904894
685,KIC6592305,1.362,0.056586217,0.05375872,2.248,0.041048752,0.039408121,6132,55,55,6.92,0.596243014,0.596243014,0.06,0.1,0.1,3.868,0.01029563,0.01029563,0.1199,0.003661153,0.003657554,3.7745902,MS,F,,serenelli17,4.050842057,1.789521185,0.896934116,8.61622852,A,0.8401060944567578,0.3517963068970235,3.7876021461823375
33,BS_Dra B,1.361,0.054,0.054,1.434,0.044,0.044,6668,15,15,3.784,0.088,0.088,,,,,,,,,,3.4232422,MS,F,,malkov07,3.96767083,3.068340307,0.224955009,2.325581395,EB,0.5779511277297551,0.1565491513317813,3.8239955911559678
547,KIC3967430,1.36,0.09,0.12,1.47,0.04,0.05,6622,53,53,3.565,0.281704946,0.281704946,0.0,0.15,0.15,4.236,0.014,0.014,0.4287,0.0162,0.0158,3.4533952,MS,F,,C14sdss,7.720588235,3.06122449,0.800362428,7.901962009,A,0.5520595341878843,0.1673173347481761,3.8209891764160497
485,KIC12304142,1.36,0.09,0.11,1.83,0.04,0.05,6186,56,56,4.448,0.382339102,0.382339102,0.06,0.15,0.1,4.045,0.012,0.013,0.2218,0.006,0.006,3.7391932,MS,F,,C14sdss,7.352941176,2.459016393,0.905269964,8.595753204,A,0.6481647785740011,0.26245108973042947,3.79140991566716
319,EPIC206289767,1.36,0.08,0.08,2.06,0.06,0.06,6368,78,78,6.726,0.567887631,0.567887631,0.04,0.11,0.11,3.94,0.013,0.013,0.154108373,0.006391592,0.006391592,3.6198922,MS,F,,lund16,5.882352941,2.912621359,1.224874372,8.443170253,A,0.8277568629786168,0.31386722036915343,3.8040030547296126
652,KIC6106120,1.36,0.14,0.16,2.74,0.11,0.13,5329,58,58,6.953,0.631647515,0.631647515,-0.04,0.15,0.2,3.692,0.015,0.017,0.0657,0.0024,0.0023,4.3009567,PMS,G,,C14sdss,11.02941176,4.379562044,1.088384312,9.084532069,A,0.8421722293856158,0.437750562820388,3.726645720240912
390,KIC10937782,1.36,0.33,0.15,4.07,0.45,0.21,5199,68,68,9.793,0.933244397,0.933244397,-0.3,0.15,0.1,3.355,0.009,0.009,0.0202,0.0011,0.0017,4.3861717,PMS,K,,C14sdss,17.64705882,8.108108108,1.307943835,9.529708949,A,0.9909157545060844,0.60959440922522,3.7159198174335795
136,RT_CrB A,1.356,0.01,0.01,2.946,0.051,0.074,5134,100,100,5.432298833,0.463150568,0.503597569,,,,3.632,0.015,0.015,,,,4.4287792,PMS,K,,eker14,0.737463127,2.121520706,1.947798987,8.898149446,EB,0.7349836526482143,0.4692327425066121,3.7104558643354246
715,KIC7206837,1.355,0.051088159,0.049578221,1.573,0.017804494,0.017804494,6392,59,59,3.725,0.309186928,0.309186928,0.128,0.1,0.1,4.176,0.006708204,0.006708204,0.3482,0.002719762,0.002575742,3.6041602,MS,F,,serenelli17,3.714626573,1.131881361,0.923028786,8.300320227,A,0.5711262770843116,0.19672872262328683,3.805636766305935
334,KIC10081026,1.354,0.078102497,0.074404301,2.341,0.092282176,0.086284413,6503,61,61,10.56,0.96611297,0.96611297,-0.244,0.101,0.101,3.83,0.02236068,0.02236068,0.1052,0.008606552,0.008317766,3.5313997,MS,F,,serenelli17,5.631713357,3.813895544,0.938028602,9.148797065,A,1.0236639181977936,0.3694014136966244,3.8131137540078988
730,KIC7529180,1.352,0.06726812,0.067941151,1.455,0.032557641,0.032557641,6682,58,58,3.766,0.297722752,0.297722752,-0.024,0.1,0.1,4.243,0.009848858,0.009848858,0.4384,0.013324237,0.013271447,3.4140652,MS,F,,serenelli17,5.000342871,2.23763857,0.868003592,7.905543079,A,0.575880315680646,0.1628629933219261,3.8249064713021124
843,KIC9073950,1.352,0.092179173,0.087817994,3.841,0.090049986,0.08832327,5281,70,70,10.29,0.990584909,0.990584909,-0.166,0.101,0.101,3.399,0.008944272,0.008944272,0.02387,0.000286124,0.000286462,4.3324207,PMS,G,,serenelli17,6.656699961,2.321963759,1.325506533,9.626675496,A,1.012415374762433,0.5844443071651761,3.7227161674884948
234,V477_Cyg B,1.35,0.07,0.07,1.27,0.04,0.04,6699,235,235,2.951,0.211,0.211,,,,,,,,,,3.4029217,MS,F,,malkov07,5.185185185,3.149606299,3.507986267,7.150118604,EB,0.4699692094999595,0.10380372095595687,3.8260099777911005
731,KIC7530690,1.35,0.07,0.09,1.34,0.04,0.04,6836,62,62,3.41,0.283974195,0.283974195,-0.04,0.15,0.15,4.311,0.013,0.014,0.5547,0.0304,0.0261,3.3131182,MS,F,,C14sdss,5.925925926,2.985074627,0.906963136,8.327689017,A,0.5327543789924978,0.12710479836480765,3.834802054048699
487,KIC12314973,1.35,0.08,0.08,1.57,0.08,0.08,6215,89,89,3.494,0.304589393,0.304589393,0.17,0.072111026,0.072111026,,,,0.339464527,0.045451317,0.045451317,3.7201837,MS,F,p,huber13,5.925925926,5.095541401,1.432019308,8.717498363,A,0.5433229006469121,0.19589965240923377,3.7934411329776636
796,KIC8420801,1.35,0.1,0.19,1.74,0.06,0.08,6506,73,73,4.674,0.408550153,0.408550153,0.07,0.15,0.15,4.08,0.017,0.02,0.2524,0.013,0.0127,3.5294332,MS,F,,C14sdss,10.74074074,4.022988506,1.122041193,8.740910412,A,0.6696887080562082,0.24054924828259971,3.813314058945835
467,KIC11962180,1.35,0.14,0.15,1.97,0.1,0.1,6329,80,80,6.241,0.547604773,0.547604773,0.06,0.15,0.1,3.979,0.016,0.018,0.1772,0.0119,0.0115,3.6454567,MS,F,,C14sdss,10.74074074,5.076142132,1.264022752,8.774311371,A,0.7952541825808829,0.2944662261615929,3.8013350956745464
902,KIC9768011,1.35,0.16,0.16,2.02,0.13,0.13,6630,68,68,6.611,0.560297443,0.560297443,-0.26,0.2,0.15,3.955,0.023,0.024,0.1628,0.0155,0.0148,3.4481512,MS,F,,C14sdss,11.85185185,6.435643564,1.025641026,8.475229811,A,0.8202671571609645,0.3053513694466238,3.821513528404773
385,KIC10864656,1.35,0.1,0.1,4.16,0.12,0.12,4995,78,78,8.662,0.961667431,0.961667431,0.075,0.072111026,0.072111026,,,,0.018819686,0.000347987,0.000347987,4.5198937,PMS,K,p,huber13,7.407407407,2.884615385,1.561561562,11.10214074,A,0.9376181793938235,0.6190933306267428,3.698535492562001
865,KIC9289275,1.349,0.06726812,0.065299311,1.767,0.026870058,0.026870058,6227,48,48,4.012,0.34263304,0.34263304,0.092,0.1,0.1,4.073,0.008485281,0.009219544,0.2441,0.003057856,0.002976525,3.7123177,MS,F,,serenelli17,4.913544518,1.520659744,0.770836679,8.540205378,A,0.6033609243483805,0.24723654950676405,3.7942788657214
243,V570_Per B,1.347,0.008,0.008,1.386,0.019,0.019,6562,50,50,3.199,0.135,0.135,0.02,0.03,0.03,4.284,0.012,0.012,,,,3.4927252,MS,F,,torres10,0.593912398,1.370851371,0.761962816,4.220068771,EB,0.505014240084107,0.1417632302757879,3.817036226050029
283,YZ_Cas B,1.347,0.01,0.01,1.359,0.02,0.02,6700,250,250,3.342,0.603,0.603,0.1,0.06,0.06,4.307,0.013,0.013,,,,3.4022662,MS,F,,eker14,0.742390497,1.471670346,3.731343284,18.04308797,EB,0.5240064455573725,0.1332194567324943,3.8260748027008264
356,KIC10355856,1.347,0.055865911,0.053075418,1.738,0.027018512,0.026400758,6558,56,56,5.057,0.435711597,0.435711597,-0.152,0.1,0.1,4.087,0.007211103,0.007211103,0.2561,0.003299001,0.003222856,3.4953472,MS,F,,serenelli17,4.043850369,1.536802927,0.853918878,8.616009427,A,0.7038929536325446,0.24004977211264766,3.8167714123333463
866,KIC9292130,1.347,0.060876925,0.0595483,2.176,0.052697249,0.050219518,6176,52,52,6.423,0.541940302,0.541940302,0.049,0.1,0.1,3.891,0.0117047,0.0117047,0.1304,0.005466763,0.005285497,3.7457482,MS,F,,serenelli17,4.470127125,2.36481541,0.841968912,8.437494971,A,0.8077379220141008,0.3376588910261423,3.7907072873276797
185,UZ_Dra A,1.345,0.02,0.02,1.311,0.03,0.03,6210,110,110,2.296,0.21,0.21,,,,4.33,0.03,0.03,,,,3.7234612,MS,F,,eker14,1.486988848,2.288329519,1.771336554,9.146341463,EB,0.36097188372593586,0.11760269169008426,3.79309160017658
194,V1143_Cyg B,1.344,0.013,0.013,1.324,0.023,0.023,6400,100,100,2.642,0.202,0.202,,,,4.324,0.016,0.016,,,,3.5989162,MS,F,,eker14,0.967261905,1.737160121,1.5625,7.645722937,EB,0.4219328132785084,0.12188798510368115,3.806179973983887
494,KIC1435467,1.344,0.044777226,0.042190046,1.693,0.018027756,0.018867962,6433,86,86,4.083,0.335815055,0.335815055,-0.028,0.099,0.099,4.109,0.006324555,0.006324555,0.2777,0.002812544,0.002825227,3.5772847,MS,F,,serenelli17,3.235389605,1.08965501,1.336856832,8.224713577,A,0.6109793799229971,0.22865695810893527,3.8084135514003683
137,RT_CrB B,1.343,0.009,0.009,2.615,0.044,0.064,5781,100,100,6.880974909,0.529433477,0.583200735,,,,3.731,0.014,0.014,,,,4.0046707,PMS,G,,eker14,0.670141474,2.06500956,1.729804532,8.084858807,EB,0.8376499742244315,0.4174716932032931,3.7620029693751156
493,KIC1430163,1.34,0.06,0.06,1.48,0.03,0.03,6520,84,84,3.592,0.288982235,0.288982235,-0.11,0.09,0.09,4.221,0.013,0.014,0.4099,0.0171,0.0174,3.5202562,MS,F,,C14bruntt,4.47761194,2.027027027,1.288343558,8.04516245,A,0.5553363279952668,0.17026171539495738,3.81424759573192
606,KIC5309966,1.34,0.08,0.13,1.64,0.05,0.06,6356,61,61,4.22,0.35276565,0.35276565,0.1,0.15,0.15,4.131,0.014,0.015,0.3023,0.0137,0.0133,3.6277582,MS,F,,C14sdss,7.835820896,3.353658537,0.959723096,8.359375585,A,0.6253124509616739,0.21484384804769785,3.803183888535342
821,KIC8751420,1.34,0.06,0.07,2.74,0.06,0.06,5264,84,84,5.142,0.487162138,0.487162138,-0.15,0.09,0.09,3.689,0.007,0.007,0.0653,0.0014,0.0014,4.3435642,PMS,G,,C14bruntt,4.850746269,2.189781022,1.595744681,9.474176156,A,0.7111320723068418,0.437750562820388,3.721315880605899
907,KIC9812421,1.34,0.098081599,0.093300589,3.169,0.087361319,0.085440037,5265,63,63,6.972,0.630803951,0.630803951,-0.231,0.1,0.1,3.562,0.009219544,0.009219544,0.04208,0.000776311,0.000773259,4.3429087,PMS,G,,serenelli17,7.141126424,2.726433514,1.196581197,9.047675714,A,0.8433573784379556,0.5009222391903005,3.721398375521505
367,KIC10585852,1.34,0.1,0.1,3.55,0.1,0.1,5048,75,75,7.513,0.830821984,0.830821984,0.125,0.072111026,0.072111026,,,,0.030061785,0.000582345,0.000582345,4.4851522,PMS,K,p,huber13,7.462686567,2.816901408,1.485736926,11.05845845,A,0.8758133888397576,0.5502283530550941,3.703119346236078
778,KIC8219268,1.34,0.17,0.17,6.53,0.35,0.35,4605,97,97,17.6,2.227632885,2.227632885,0.29,0.16,0.16,,,,0.004836304,0.000227257,0.000227257,4.7755387,PMS,K,p,huber13,12.68656716,5.359877489,2.10640608,12.65700503,A,1.24551266781415,0.814913181275074,3.663229634532868
170,TYC_5082-1517-1 B,1.339,0.03,0.03,1.32,0.07,0.07,6425,30,30,2.667,0.319,0.319,,,,4.33,0.07,0.07,,,,3.5825287,MS,F,,eker14,2.240477969,5.303030303,0.46692607,11.96100487,EB,0.4260230156898761,0.12057393120584989,3.807873132003332
