Seq,SIMBAD_ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,Meta,eMeta1,eMeta2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logL,logR,logT
505,KIC2998253,1.262,0.059413803,0.062241465,1.425,0.064288413,0.0585235,6333,54,54,3.188,0.263328546,0.263328546,0.057,0.1,0.1,4.23,0.029427878,0.030413813,0.4347,0.046896976,0.030906522,3.6428347,MS,F,,serenelli17,4.819939318,4.309189902,0.852676457,8.259992033,A,0.5035183127240748,0.153814864344529,3.801609488027319
791,KIC8391021,1.26,0.1,0.11,1.54,0.05,0.05,6250,51,51,2.947,0.251913091,0.251913091,-0.22,0.2,0.15,4.163,0.01,0.011,0.3469,0.0111,0.011,3.6972412,MS,F,,C14sdss,8.333333333,3.246753247,0.816,8.548119819,A,0.46938013584992516,0.18752072083646307,3.7958800173440754
707,KIC7051180,1.26,0.09,0.09,2.44,0.07,0.07,5302,75,75,4.151,0.420782317,0.420782317,0.094,0.072111026,0.072111026,,,,0.087919892,0.002343584,0.002343584,4.3186552,PMS,G,p,huber13,7.142857143,2.868852459,1.414560543,10.13689033,A,0.6181527333785194,0.3873898263387294,3.7244397233970745
483,KIC12258514,1.2581,0.0095,0.0095,1.6055,0.012,0.009,5964,77,77,3.162,0.104,0.09,0.0,0.1,0.1,4.1261,0.0033,0.0044,0.304067893,0.004547972,0.004726227,3.8847142,MS,G,,silva17,0.755106907,0.654001869,1.291079812,3.067678684,A,0.4999618655961902,0.2056103099025213,3.775537634780957
527,KIC3545753,1.258,0.05731492,0.061846584,2.296,0.057775427,0.056859476,6206,58,58,8.035,0.720810236,0.720810236,-0.338,0.105,0.105,3.814,0.014866069,0.015811388,0.1036,0.005489572,0.00531041,3.7260832,MS,F,,serenelli17,4.736148804,2.496404687,0.934579439,8.970880345,A,0.9049858810993634,0.36097188372593586,3.792811771248147
118,MW_UMa A,1.257,0.095,0.095,1.258,0.01,0.01,6514,130,130,2.559,0.228,0.228,,,,4.36,0.004,0.004,,,,3.5241892,MS,F,,eker14,7.557677009,0.79491256,1.995701566,8.909730363,EB,0.40807028588718547,0.09968064110925012,3.8138477542288545
698,KIC6806100,1.257,0.084148678,0.08845903,2.222,0.102528045,0.095078915,5286,83,83,6.069,0.692748476,0.692748476,0.237,0.1,0.1,3.842,0.022472205,0.0234094,0.1141,0.009924427,0.009586688,4.3291432,PMS,G,,serenelli17,6.865859507,4.44660125,1.570185395,11.41454072,A,0.7831171374904671,0.3467440546048488,3.7231271587956916
664,KIC6290627,1.257,0.103580886,0.098762341,3.564,0.109110036,0.109110036,5247,69,69,8.033,0.772120956,0.772120956,-0.309,0.105,0.105,3.433,0.010198039,0.010198039,0.02777,0.000596407,0.0005928,4.3547077,PMS,G,,serenelli17,8.048656614,3.061448827,1.315037164,9.611863011,A,0.9048777669634046,0.5519376953648372,3.719911064198339
95,HS_Hya A,1.255,0.008,0.008,1.278,0.007,0.007,6500,50,50,2.618,0.086,0.086,,,,4.326,0.006,0.006,,,,3.5333662,MS,F,,eker14,0.637450199,0.547730829,0.769230769,3.284950344,EB,0.417969642214737,0.10653085382238137,3.8129133566428557
603,KIC5214711,1.255,0.076485293,0.070724819,1.868,0.073409809,0.06977822,6194,54,54,5.291,0.438711511,0.438711511,-0.025,0.1,0.1,3.993,0.023769729,0.023769729,0.1918,0.016659402,0.014735131,3.7339492,MS,F,,serenelli17,5.864944683,3.832656015,0.87181143,8.291655851,A,0.7235377615320568,0.27137687189407456,3.791971201020768
236,V505_Per B,1.254,0.001,0.001,1.267,0.014,0.014,6462,12,12,2.512,0.059,0.059,-0.12,0.03,0.03,4.33,0.01,0.01,,,,3.5582752,MS,F,,eker14,0.079744817,1.104972376,0.185701021,2.348726115,EB,0.40001963506515853,0.10277661488344131,3.8103669536816254
326,KIC10018963,1.254,0.044553339,0.04669047,1.965,0.027202941,0.028425341,6271,46,46,5.266,0.446821091,0.446821091,-0.219,0.1,0.1,3.949,0.005830952,0.005830952,0.1655,0.001991841,0.001969522,3.6834757,MS,F,,serenelli17,3.638110404,1.415477909,0.733535321,8.485018813,A,0.7214808547700493,0.2933625547114455,3.7973368007753496
576,KIC4586099,1.253,0.118595953,0.077833155,1.813,0.051623638,0.040360872,6383,58,58,5.663,0.482656291,0.482656291,-0.151,0.1,0.1,4.021,0.013892444,0.012206556,0.2112,0.002873198,0.002814499,3.6100597,MS,F,,serenelli17,7.838352259,2.53680392,0.908663638,8.522978835,A,0.7530465616265292,0.25839780409550867,3.805024844429805
39,CF_Tau B,1.252,0.011,0.011,2.048,0.016,0.016,6000,150,150,4.875,0.545,0.545,,,,3.913,0.008,0.008,,,,3.8611162,MS,F,,eker14,0.878594249,0.78125,2.5,11.17948718,EB,0.6879746200345557,0.3113299523037932,3.7781512503836434
802,KIC8493800,1.252,0.057280014,0.063126856,1.482,0.029154759,0.03088689,6241,73,73,2.704,0.227754039,0.227754039,0.039,0.1,0.1,4.193,0.012529964,0.013416408,0.3836,0.013869991,0.012952508,3.7031407,MS,F,,serenelli17,4.808581085,2.02569669,1.169684345,8.422856481,A,0.43200668726959834,0.17084820364330935,3.7952541825808828
891,KIC9664694,1.252,0.052430907,0.05745433,2.293,0.057706152,0.059481089,6080,55,55,8.512,0.725162236,0.725162236,-0.272,0.1,0.1,3.813,0.012165525,0.012165525,0.1035,0.004760089,0.004637174,3.8086762,MS,F,,serenelli17,4.388388043,2.555325809,0.904605263,8.519293185,A,0.930031614950973,0.36040405472993886,3.783903579272735
507,KIC3112152,1.251,0.098270036,0.083408633,1.741,0.056302753,0.055470713,6282,59,59,4.304,0.355182211,0.355182211,-0.136,0.1,0.1,4.052,0.01456022,0.016492423,0.2361,0.011077184,0.011312153,3.6762652,MS,F,,serenelli17,7.261337681,3.210036359,0.93919134,8.25237478,A,0.6338722626583327,0.24079877111733122,3.798097932062486
438,KIC11506988,1.251,0.168077363,0.114284732,1.872,0.067742158,0.064350602,6438,289,289,6.784,0.616199473,0.616199473,-0.23,0.1,0.1,3.994,0.027892651,0.023086793,0.1924,0.010167282,0.009591137,3.5740072,MS,F,,serenelli17,11.28545545,3.5281186,4.48897173,9.083129018,A,0.8314858392486574,0.27230584440208644,3.808750972349595
841,KIC9051235,1.251,0.055461698,0.058180753,2.062,0.108503456,0.096690227,5669,65,65,5.985,0.515277719,0.515277719,0.207,0.1,0.1,3.905,0.030265492,0.032249031,0.1418,0.016537551,0.017510414,4.0780867,PMS,G,,serenelli17,4.542064402,4.975598525,1.1465867,8.609485694,A,0.7770641547424295,0.3142886609474977,3.75350645699097
431,KIC11453915,1.25,0.06,0.09,1.22,0.03,0.03,6608,58,58,2.146,0.178748413,0.178748413,-0.12,0.15,0.15,4.359,0.011,0.013,0.6846,0.028,0.0264,3.4625722,MS,F,,C14sdss,6.0,2.459016393,0.877723971,8.329376196,A,0.33162971762993226,0.08635983067474821,3.8200700343123257
366,KIC10518551,1.25,0.052325902,0.057489129,2.08,0.036619667,0.038275318,6242,60,60,7.12,0.615406327,0.615406327,-0.267,0.101,0.101,3.898,0.008944272,0.009848858,0.1388,0.003774632,0.003675605,3.7024852,MS,F,,serenelli17,4.392601249,1.800360223,0.961230375,8.643347294,A,0.8524799936368563,0.31806333496276157,3.795323764329314
771,KIC8174170,1.25,0.13,0.2,2.18,0.12,0.16,5983,64,64,2.899,0.668392809,0.668392809,-0.04,0.15,0.15,3.859,0.016,0.016,0.1216,0.0095,0.0085,3.8722597,MS,G,,C14sdss,13.2,6.422018349,1.069697476,23.05597823,A,0.46224821535499744,0.33845649360460484,3.7769190028420465
117,MP_Del B,1.248,0.074,0.074,1.576,0.03,0.03,6927,120,120,5.129,0.443,0.443,,,,4.14,0.013,0.013,,,,3.2534677,MS,F,,eker14,5.929487179,1.903553299,1.732351667,8.63716124,EB,0.7100326990657535,0.19755621315353653,3.8405451876368386
435,KIC11467550,1.247,0.070292247,0.071589105,1.968,0.069641941,0.067955868,6146,58,58,5.592,0.484249155,0.484249155,-0.08,0.1,0.1,3.945,0.018248288,0.018248288,0.1635,0.011464538,0.011026564,3.7654132,MS,F,,serenelli17,5.688907474,3.495879304,0.943703222,8.659677305,A,0.7475671627376249,0.2940250940953227,3.7885925559203595
918,KIC9965715,1.245,0.073006849,0.073006849,1.3,0.037336309,0.037336309,7030,405,405,2.585,0.225418203,0.225418203,-0.404,0.1,0.1,4.304,0.015,0.01421267,0.5659,0.028281743,0.027686164,3.1859512,MS,F,,serenelli17,5.864003935,2.8720238,5.761024182,8.720239978,A,0.4124605474299613,0.11394335230683679,3.846955325019824
60,EF_Aqr A,1.244,0.008,0.008,1.338,0.012,0.012,6150,65,65,2.301,0.108,0.108,0.0,0.1,0.1,4.28,0.007,0.007,,,,3.7627912,MS,F,,eker14,0.643086817,0.896860987,1.056910569,4.693611473,EB,0.36191661866864344,0.12645611343180432,3.788875115775417
628,KIC5629080,1.242,0.099040396,0.093171884,3.075,0.092649879,0.090708324,5203,94,94,6.849,0.650111776,0.650111776,-0.301,0.102,0.102,3.555,0.009219544,0.010198039,0.04268,0.000900596,0.000897419,4.3835497,PMS,G,,serenelli17,7.738014492,2.981434184,1.80665001,9.492068565,A,0.8356271662098977,0.48784512011143555,3.7162538258960365
134,RT_And A,1.24,0.03,0.03,1.256,0.015,0.015,6100,150,150,1.959,0.209,0.209,,,,4.334,0.01,0.01,,,,3.7955662,MS,F,,torres10,2.419354839,1.194267516,2.459016393,10.66870852,EB,0.2920344359947364,0.09898963940117732,3.785329835010767
669,KIC6421967,1.24,0.1,0.11,1.27,0.04,0.05,6464,73,73,2.237,0.189568099,0.189568099,-0.12,0.15,0.15,4.321,0.015,0.017,0.6012,0.0252,0.0238,3.5569642,MS,F,,C14sdss,8.467741935,3.543307087,1.129331683,8.474210963,A,0.3496659840966297,0.10380372095595687,3.8105013477665297
878,KIC9451706,1.24,0.09,0.09,1.36,0.04,0.04,6106,106,106,2.343,0.201170533,0.201170533,0.24,0.072111026,0.072111026,,,,0.494993253,0.016334067,0.016334067,3.7916332,MS,F,p,huber13,7.258064516,2.941176471,1.73599738,8.586023591,A,0.36977228859696276,0.13353890837021754,3.785756799962643
539,KIC3730801,1.24,0.067896981,0.11315918,1.595,0.04494441,0.052773099,5894,58,58,2.844,0.24686741,0.24686741,0.164,0.1,0.1,4.123,0.012649111,0.013601471,0.3043,0.013080654,0.012475456,3.9305992,MS,G,,serenelli17,7.300651641,3.063244806,0.984051578,8.680288695,A,0.45392959205772865,0.2027606873931999,3.7704101315139065
626,KIC5603483,1.24,0.11,0.11,3.59,0.12,0.13,4876,79,79,6.645,0.683544276,0.683544276,0.28,0.1,0.15,3.42,0.01,0.012,0.0268,0.0007,0.0007,4.5978982,PMS,K,,C14sdss,8.870967742,3.48189415,1.620180476,10.28659557,A,0.8224949852787508,0.5550944485783191,3.6880636969463443
362,KIC10462940,1.239,0.050606324,0.052201533,1.271,0.017492856,0.017492856,6265,48,48,2.189,0.183679028,0.183679028,0.112,0.099,0.099,4.322,0.007211103,0.007211103,0.6025,0.006422083,0.006445965,3.6874087,MS,F,,serenelli17,4.148823901,1.376306505,0.766161213,8.39100175,A,0.3402457615679317,0.10414555055400815,3.796921075330169
739,KIC7670943,1.239,0.04,0.051,1.417,0.015,0.021,6463,110,110,3.039,0.167,0.173,-0.071,0.072111026,0.072111026,4.228,0.008,0.008,0.43746893,0.006391592,0.007101768,3.5576197,MS,F,p,silva15,3.672316384,1.270289344,1.701995977,5.593945377,A,0.4827307000799429,0.1513698502474604,3.810434155922673
458,KIC11807274,1.239,0.04,0.04,1.582,0.015,0.021,6225,75,75,3.466,0.167,0.157,-0.089,0.072111026,0.072111026,4.135,0.007,0.009,0.315318514,0.004971238,0.004971238,3.7136287,MS,F,p,silva15,3.228410008,1.137800253,1.204819277,4.673975765,A,0.5398285583778982,0.19920647916165776,3.794139355767774
832,KIC8950146,1.237,0.054671748,0.061032778,1.33,0.032202484,0.032202484,6374,60,60,2.588,0.214813087,0.214813087,-0.014,0.101,0.101,4.282,0.014317821,0.014317821,0.5263,0.023450999,0.0257547,3.6159592,MS,F,,serenelli17,4.67681996,2.421239427,0.941324129,8.300351128,A,0.4129642719966628,0.12385164096708581,3.804412059137714
845,KIC9093289,1.237,0.055865911,0.068242216,1.448,0.032695565,0.033615473,6285,57,57,3.143,0.279932795,0.279932795,-0.011,0.1,0.1,4.207,0.014317821,0.015231546,0.4056,0.01919181,0.016196853,3.6742987,MS,F,,serenelli17,5.016496628,2.28974579,0.906921241,8.906547736,A,0.49734438101758,0.1607685618611281,3.7983052820219765
186,UZ_Dra B,1.236,0.02,0.02,1.15,0.02,0.02,5985,110,110,1.524,0.136,0.136,,,,4.4,0.03,0.03,,,,3.8709487,MS,G,,eker14,1.618122977,1.739130435,1.837928154,8.923884514,EB,0.1829849670035817,0.06069784035361165,3.7770641547424293
183,UX_Men A,1.235,0.006,0.006,1.349,0.013,0.013,6200,100,100,2.415,0.173,0.173,0.04,0.1,0.1,4.272,0.003,0.003,,,,3.7300162,MS,F,,eker14,0.48582996,0.963676798,1.612903226,7.163561077,EB,0.38291713508753095,0.13001194967190424,3.792391689498254
573,KIC4571351,1.235,0.074330344,0.099809819,1.585,0.068949257,0.069892775,6000,59,59,2.923,0.255209864,0.255209864,0.143,0.101,0.101,4.125,0.026305893,0.028284271,0.3066,0.03109356,0.027075523,3.8611162,MS,F,,serenelli17,7.050209024,4.379874818,0.983333333,8.731093538,A,0.4658288153574364,0.2000292665537703,3.7781512503836434
508,KIC3112889,1.235,0.058,0.063031738,1.986,0.060539243,0.058830264,6433,65,65,5.684,0.492828564,0.492828564,-0.358,0.102,0.102,3.932,0.017464249,0.017464249,0.1568,0.009714533,0.009636614,3.5772847,MS,F,,serenelli17,4.900070366,3.005274617,1.010415047,8.67045327,A,0.7546540692554321,0.2979792441593624,3.8084135514003683
9,AI_Phe A,1.234,0.004,0.004,2.932,0.048,0.048,5010,120,120,4.864,0.519,0.519,-0.14,0.1,0.1,3.595,0.014,0.014,,,,4.5100612,PMS,K,,torres10,0.324149109,1.637107776,2.395209581,10.67023026,EB,0.6869935662646786,0.4671639659690903,3.699837725867246
697,KIC6802438,1.231,0.075643903,0.083006024,2.665,0.059506302,0.065,5313,59,59,6.116,0.584509278,0.584509278,-0.298,0.1,0.1,3.676,0.008944272,0.009848858,0.06501,0.000990958,0.000991473,4.3114447,PMS,G,,serenelli17,6.443945023,2.335953137,1.110483719,9.55705163,A,0.7864674767402825,0.4256972133625911,3.725339815909737
309,EPIC206070413,1.23,0.07,0.07,1.52,0.04,0.04,6446,71,71,3.855,0.316837613,0.316837613,-0.13,0.08,0.08,4.16,0.014,0.014,0.347986649,0.01562389,0.01562389,3.5687632,MS,F,,lund16,5.691056911,2.631578947,1.101458269,8.218874538,A,0.5860243823869757,0.18184358794477254,3.8092903011763157
344,KIC10214328,1.23,0.085146932,0.063031738,1.765,0.053907328,0.051662365,6923,80,80,6.189,0.470228183,0.470228183,-0.584,0.102,0.102,4.033,0.0234094,0.020615528,0.2237,0.014773136,0.015318275,3.2560897,MS,F,,serenelli17,6.023523165,2.99064287,1.155568395,7.597805514,A,0.791620482692814,0.24674470972384135,3.840294331611436
868,KIC9335972,1.23,0.13,0.2,2.18,0.11,0.16,5784,63,63,6.017,0.532923646,0.532923646,-0.04,0.15,0.15,3.847,0.01,0.01,0.1186,0.0078,0.0069,4.0027042,PMS,G,,C14sdss,13.41463415,6.19266055,1.089211618,8.856966031,A,0.7793800114916558,0.33845649360460484,3.7622282842864743
776,KIC8179973,1.229,0.063631753,0.06105735,3.466,0.066219333,0.066219333,4949,60,60,7.016,0.695886219,0.695886219,0.174,0.072111026,0.072111026,3.447,0.006708204,0.007615773,0.02954,0.000223916,0.000223846,4.5500467,PMS,K,p,serenelli17,5.072786948,1.910540465,1.212366135,9.918560709,A,0.8460895803579841,0.5398285583778982,3.694517453811156
827,KIC8866102,1.228,0.042,0.04,1.357,0.012,0.015,6325,75,75,2.753,0.13,0.13,-0.005,0.072111026,0.072111026,4.262,0.007,0.008,0.4935729,0.007101768,0.007811945,3.6480787,MS,F,p,silva15,3.338762215,0.994841562,1.185770751,4.722121322,A,0.43980621139333026,0.13257984765973707,3.8010605298478555
742,KIC7739672,1.228,0.120154068,0.07324616,1.733,0.055461698,0.050119856,6069,55,55,4.124,0.348405035,0.348405035,0.085,0.099,0.099,4.054,0.022847319,0.022847319,0.239,0.014333865,0.012854416,3.8158867,MS,F,,serenelli17,7.87460212,3.046207583,0.906244851,8.448230727,A,0.6153186566114789,0.23879856271391703,3.7831171374904673
429,KIC11414712,1.228,0.04669047,0.0585235,2.288,0.03764306,0.043185646,5673,61,61,5.326,0.450866119,0.450866119,-0.174,0.1,0.1,3.807,0.00781025,0.00781025,0.1025,0.002124631,0.002126606,4.0754647,PMS,G,,serenelli17,4.28395642,1.766361587,1.075268817,8.465379624,A,0.7264011621029224,0.35945602012098654,3.753812783564702
274,WZ_Oph A,1.227,0.007,0.007,1.401,0.012,0.012,6165,100,100,2.547,0.182,0.182,-0.27,0.07,0.07,4.234,0.008,0.008,,,,3.7529587,MS,F,,eker14,0.570497148,0.856531049,1.622060016,7.145661563,EB,0.40602894496361513,0.1464381352857746,3.7899330809317506
357,KIC10385708,1.227,0.128160056,0.054561891,1.766,0.048846699,0.040706265,6036,55,55,3.7,0.318249775,0.318249775,0.121,0.1,0.1,4.033,0.017888544,0.015264338,0.2228,0.009441151,0.009227827,3.8375182,MS,F,,serenelli17,7.445882137,2.535474627,0.91119947,8.601345275,A,0.568201724066995,0.2469906992415498,3.7807492311035524
772,KIC8174981,1.227,0.055803226,0.055,1.984,0.041677332,0.042544095,6065,53,53,5.635,0.472254112,0.472254112,-0.099,0.1,0.1,3.932,0.012529964,0.012529964,0.1573,0.006204671,0.006155617,3.8185087,MS,F,,serenelli17,4.515208872,2.122515795,0.873866447,8.380729576,A,0.7508939203821253,0.2975416678181598,3.782830805202592
875,KIC9414381,1.224,0.049658836,0.0560803,2.117,0.042154478,0.04494441,5495,100,100,4.423,0.390407841,0.390407841,0.152,0.1,0.1,3.873,0.009848858,0.009848858,0.1289,0.004300566,0.004253022,4.1921437,PMS,G,,serenelli17,4.319409136,2.057130088,1.819836215,8.826765563,A,0.6457169393696038,0.325720858019412,3.7399676967595092
112,LL_Aqr A,1.223,0.058,0.058,1.325,0.02,0.02,6680,160,160,3.141,0.351,0.351,0.02,0.04,0.04,4.281,0.009,0.009,,,,3.4153762,MS,F,,eker14,4.742436631,1.509433962,2.395209581,11.1747851,EB,0.4970679363985048,0.12221587827282664,3.824776462475546
895,KIC9700430,1.221,0.06726812,0.090917545,1.511,0.045177428,0.046957428,6111,90,90,2.801,0.24181609,0.24181609,0.024,0.1,0.1,4.164,0.015524175,0.016492423,0.3525,0.018650736,0.018037637,3.7883557,MS,F,,serenelli17,6.477709472,3.048803955,1.47275405,8.633205654,A,0.44731310882356823,0.17926446433902535,3.7861122837198264
275,WZ_Oph B,1.22,0.006,0.006,1.419,0.012,0.012,6115,100,100,2.529,0.181,0.181,-0.27,0.07,0.07,4.221,0.008,0.008,,,,3.7857337,MS,F,,eker14,0.491803279,0.845665962,1.635322976,7.156979043,EB,0.40294882934440474,0.15198239545747402,3.7863964613723042
769,KIC8150065,1.22,0.044418465,0.055946403,1.408,0.017492856,0.021931712,6265,58,58,2.811,0.236825363,0.236825363,-0.033,0.1,0.1,4.227,0.007211103,0.008062258,0.437,0.004788384,0.004951708,3.6874087,MS,F,,serenelli17,4.113314244,1.400020166,0.925778132,8.424950658,A,0.4488608456074407,0.1486026548060934,3.796921075330169
378,KIC10717090,1.22,0.095,0.120880106,1.546,0.0585235,0.059363288,5817,74,74,2.651,0.221827032,0.221827032,0.238,0.1,0.1,4.141,0.02236068,0.024166092,0.3257,0.044463745,0.013675962,3.9810727,MS,G,,serenelli17,8.847545323,3.812638676,1.272133402,8.367673799,A,0.4234097277330934,0.18920948958230613,3.7646990637983677
593,KIC5021689,1.22,0.08,0.07,1.79,0.04,0.04,6168,84,84,4.306,0.358627328,0.358627328,-0.08,0.09,0.09,4.016,0.011,0.01,0.2114,0.0045,0.0046,3.7509922,MS,F,,C14bruntt,6.147540984,2.234636872,1.361867704,8.32854919,A,0.6340740254874684,0.2528530309798932,3.7901443650429005
298,EPIC204624076,1.22,0.05,0.05,1.83,0.04,0.04,6381,71,71,6.112,0.47828118,0.47828118,-0.13,0.11,0.11,4.0,0.014,0.014,0.19955969,0.008522122,0.008522122,3.6113707,MS,F,,lund16,4.098360656,2.18579235,1.112678264,7.825281092,A,0.7861833455676335,0.26245108973042947,3.8048887446223913
631,KIC5683538,1.22,0.058600341,0.061032778,2.302,0.101651365,0.093962759,6366,73,73,6.302,0.483941956,0.483941956,-0.557,0.102,0.102,3.798,0.02745906,0.029427878,0.09954,0.01067661,0.010119743,3.6212032,MS,F,,serenelli17,4.902996696,4.24878635,1.146716934,7.679180512,A,0.7994783988379808,0.362105319293773,3.8038666342849843
96,HS_Hya B,1.219,0.007,0.007,1.22,0.007,0.007,6400,50,50,2.244,0.079,0.079,,,,4.354,0.006,0.006,,,,3.5989162,MS,F,,eker14,0.574241181,0.573770492,0.78125,3.520499109,EB,0.35102285258412386,0.08635983067474821,3.806179973983887
537,KIC3657002,1.219,0.064660653,0.089894382,1.516,0.032449961,0.037589892,6006,64,64,2.732,0.226473372,0.226473372,0.112,0.1,0.1,4.161,0.012806248,0.013601471,0.3487,0.009756178,0.009425393,3.8571832,MS,F,,serenelli17,6.339418996,2.310021561,1.065601066,8.289654902,A,0.436480695009495,0.18069920129603473,3.778585327862962
74,FL_Lyr A,1.218,0.016,0.016,1.282,0.03,0.03,6150,100,100,2.109,0.182,0.182,,,,4.31,0.02,0.02,,,,3.7627912,MS,F,,eker14,1.3136289,2.340093604,1.62601626,8.629682314,EB,0.3240765797394864,0.10788802518279862,3.788875115775417
332,KIC10074716,1.217,0.074249579,0.092086915,1.465,0.046518813,0.045617979,6064,91,91,2.686,0.224793258,0.224793258,0.11,0.1,0.1,4.189,0.019313208,0.020248457,0.3864,0.051732087,0.018347117,3.8191642,MS,F,,serenelli17,6.833874059,3.14460042,1.500659631,8.369071411,A,0.4291060083326965,0.16583762469012828,3.782759192623997
782,KIC8289241,1.214,0.057384667,0.06685058,1.364,0.043081318,0.042154478,6306,52,52,2.682,0.220423645,0.220423645,-0.004,0.1,0.1,4.251,0.019235384,0.019235384,0.4752,0.03351346,0.033134876,3.6605332,MS,F,,serenelli17,5.116772924,3.124479336,0.824611481,8.218629565,A,0.4284587735155801,0.13481437032046015,3.799753966411886
877,KIC9446628,1.213,0.0718401,0.075742986,1.893,0.091923882,0.086406018,6298,59,59,5.317,0.439688713,0.439688713,-0.268,0.101,0.101,3.965,0.029274562,0.030265492,0.1776,0.019846973,0.019080483,3.6657772,MS,F,,serenelli17,6.083391867,4.710245638,0.936805335,8.269488671,A,0.7256666603141786,0.27715061396379675,3.7992026563005252
650,KIC6049366,1.212,0.06726812,0.065795137,1.822,0.086648716,0.08005623,6220,62,62,4.637,0.392941598,0.392941598,-0.143,0.099,0.099,3.998,0.029427878,0.030413813,0.1992,0.02324626,0.020283347,3.7169062,MS,F,,serenelli17,5.489408285,4.574778988,0.996784566,8.474047827,A,0.6662370958958044,0.26054837263697944,3.7937903846908188
379,KIC10727922,1.212,0.065855903,0.070007142,1.917,0.075643903,0.072917762,6319,66,66,4.764,0.413800752,0.413800752,-0.304,0.1,0.1,3.954,0.023345235,0.02433105,0.171,0.015360722,0.014457693,3.6520117,MS,F,,serenelli17,5.60491113,3.874847796,1.044469062,8.685993955,A,0.67797175281074,0.2826221128780626,3.8006483553639883
668,KIC6370489,1.211,0.058137767,0.061522354,2.002,0.03482815,0.03748333,6302,80,80,5.209,0.448219507,0.448219507,-0.452,0.1,0.1,3.918,0.008602325,0.008602325,0.151,0.002349175,0.002341268,3.6631552,MS,F,,serenelli17,4.940550003,1.805980998,1.269438274,8.604713128,A,0.7167543574326971,0.3014640731432998,3.799478398837981
645,KIC5955122,1.211,0.043416587,0.050566788,2.085,0.037013511,0.041048752,5930,55,55,4.782,0.394463274,0.394463274,-0.246,0.101,0.101,3.882,0.006324555,0.006324555,0.1337,0.00284274,0.00279829,3.9070012,PMS,G,,serenelli17,3.88040356,1.871996704,0.927487352,8.248918328,A,0.679609571779756,0.3191060593097763,3.7730546933642626
727,KIC7449136,1.21,0.08,0.08,1.56,0.04,0.04,6099,75,75,,,,0.12,0.072111026,0.072111026,,,,0.319579575,0.012073006,0.012073006,3.7962217,MS,F,p,huber13,6.611570248,2.564102564,1.229709788,100.0,A,,0.1931245983544616,3.785258633357701
789,KIC8377423,1.21,0.19,0.14,1.99,0.12,0.11,6059,57,57,6.765,0.601312885,0.601312885,0.24,0.15,0.15,3.928,0.032,0.031,0.156,0.0153,0.0157,3.8224417,MS,F,,C14sdss,13.63636364,5.778894472,0.940749299,8.888586626,A,0.8302678009336417,0.29885307640970665,3.7824009524965296
441,KIC11554100,1.21,0.14,0.16,3.65,0.18,0.21,4913,78,78,7.554,0.784743118,0.784743118,0.1,0.15,0.1,3.395,0.01,0.011,0.0249,0.0012,0.0011,4.5736447,PMS,K,,C14sdss,12.39669421,5.342465753,1.587624669,10.38844478,A,0.8781769804915063,0.5622928644564748,3.691346764134822
4,AD_Boo B,1.209,0.006,0.006,1.218,0.01,0.01,6145,120,120,1.901,0.164,0.164,0.1,0.15,0.15,4.351,0.007,0.007,,,,3.7660687,MS,F,,eker14,0.496277916,0.821018062,1.95280716,8.627038401,EB,0.27898211686544316,0.08564728829685654,3.788521887222473
658,KIC6196457,1.209,0.019,0.03,1.716,0.012,0.012,5871,94,94,3.316,0.185,0.164,0.19,0.072111026,0.072111026,4.049,0.004,0.005,0.237909239,0.002840707,0.002840707,3.9456757,MS,G,p,silva15,2.026468156,0.699300699,1.601090104,5.262364294,A,0.5206145218782359,0.23451728351268664,3.7687120803776635
847,KIC9116461,1.208,0.051107729,0.053712196,1.251,0.029546573,0.029546573,6470,47,47,2.402,0.193508831,0.193508831,-0.116,0.1,0.1,4.324,0.012041595,0.013038405,0.6161,0.026143788,0.028400592,3.5530312,MS,F,,serenelli17,4.33857307,2.361836403,0.726429675,8.056154493,A,0.3805730030668873,0.09725730969341992,3.8109042806687006
532,KIC3633889,1.208,0.057628118,0.06,1.322,0.035510562,0.035510562,6452,49,49,2.788,0.231897345,0.231897345,-0.12,0.1,0.1,4.276,0.012041595,0.012041595,0.5205,0.023065033,0.025021395,3.5648302,MS,F,,serenelli17,4.868713499,2.686124191,0.759454433,8.317695318,A,0.4452927694259718,0.12123145514962146,3.809694358716924
914,KIC9903271,1.208,0.13787313,0.122249744,3.367,0.167693172,0.155003226,4907,80,80,6.077,0.617880528,0.617880528,0.355,0.099,0.099,3.465,0.010198039,0.010198039,0.03161,0.001404901,0.001398371,4.5775777,PMS,K,,serenelli17,10.76667527,4.792046302,1.630324027,10.16752556,A,0.7836892363473164,0.5272431163880886,3.6908160579809155
784,KIC8298626,1.206,0.056302753,0.063134776,1.378,0.027730849,0.029546573,6211,84,84,3.33,0.295233576,0.295233576,0.038,0.099,0.099,4.24,0.0117047,0.012649111,0.4597,0.015892872,0.015363169,3.7228057,MS,F,,serenelli17,4.951804706,2.078280938,1.352439221,8.865873165,A,0.5224442335063199,0.13924921757160696,3.793161529245551
