,M,logT,type,rho,logg,logL,logR,SNtype
0,22.88758657,4.531,O,0.006685153607680232,3.856,5.02,0.9708,0.0
1,21.42890601,4.531,O,0.00881680814678396,3.926,4.92,0.9212,0.0
2,15.39926526,4.507,O,0.009609734536208125,3.904,4.7,0.8609,0.0
3,15.02103991,4.502,O,0.009810957416669281,3.907,4.67,0.8543,0.0
4,9.266164375,4.377,B,0.028029244419451108,4.14,3.72,0.6324,1.0
5,8.480080989,4.354,B,0.030444678394683768,4.151,3.58,0.6076,1.0
6,17.00983105,4.508,O,0.009576600942143113,3.917,4.738,0.8758,0.0
7,9.571940713,4.412,B,0.028184568529386497,4.147,3.874,0.6363,1.0
8,6.067363296,4.255,B,0.021321187564369338,4.0,3.204,0.6107,1.0
9,5.952508168,4.25,B,0.02323332623609057,4.021,3.137,0.5955,1.0
10,6.238784723,4.258,B,0.015801975740262333,3.917,3.302,0.6581,1.0
11,5.312512929,4.233,B,0.02775309298115765,4.057,2.993,0.5533,1.0
12,5.184417883,4.23,B,0.06431486919408516,4.297,2.73,0.4281,1.0
13,4.534192978,4.179,B,0.07123794628479137,4.307,2.46,0.3939,1.0
14,6.880183161,4.332,B,0.04123931004211198,4.209,3.351,0.5334,1.0
15,7.348522022,4.342,B,0.03338961340585012,4.157,3.471,0.5735,1.0
16,4.979663542,4.228,B,0.04346216845285536,4.177,2.82,0.479,1.0
17,4.619553488,4.21,B,0.059939261902035114,4.259,2.63,0.4216,1.0
18,4.116233473,4.169,B,0.0729812656521674,4.301,2.38,0.3764,1.0
19,2.508996179,4.041,B,0.1166840220387317,4.364,1.59,0.2368,1.0
20,3.908408958,4.158,B,0.040936564305943925,4.125,2.49,0.4526,1.0
21,2.535712433,4.079,B,0.0903881277518693,4.292,1.82,0.2753,1.0
22,3.521275459,4.09,B,0.057426373421808743,4.208,2.09,0.3885,1.0
23,1.737000726,3.885,A,0.12209879859140306,4.323,0.85,0.177,2.0
24,3.613266545,4.066,B,0.010235554867752147,3.712,2.5,0.6419,1.0
25,2.638153128,4.041,B,0.06204565743054305,4.188,1.79,0.3355,1.0
26,2.775875604,4.033,B,0.03601731969720315,4.038,1.93,0.4216,1.0
27,2.356134074,3.991,A,0.06742351512368072,4.196,1.53,0.3071,2.0
28,2.335070515,4.027,B,0.08675837134795464,4.2675,1.601,0.2693,1.0
29,2.259956084,4.015,B,0.09128751617774476,4.277,1.528,0.2572,1.0
30,2.48713867,4.017,A,0.07246217919278747,4.225,1.63,0.3045,2.0
31,1.503834348,3.857,A,0.1222957573029909,4.303,0.69,0.1559,2.0
32,7.237690371,4.279,B,0.01159608501638287,3.849,3.65,0.7244,1.0
33,5.028054773,4.23,B,0.03861992185836013,4.144,3.018,0.4975,1.0
34,11.42878335,4.336,B,0.0007035766061483013,3.104,4.691,1.1962,1.0
35,7.000031591,4.356,B,0.030013137002234454,4.12,3.626,0.5819,1.0
36,11.74086245,4.417,B,0.004942098429607324,3.672,4.457,0.9179,1.0
37,8.359879163,4.352,B,0.02847812491896081,4.13,3.594,0.6152,1.0
38,19.9986187,4.574,O,0.0060215928975470255,3.806,5.184,0.9664,0.0
39,11.41037716,4.519,B,0.018030650306147044,4.043,4.339,0.7264,1.0
40,2.800270595,4.054,B,0.04958055577470511,4.132,1.93,0.3766,1.0
41,2.779713268,4.052,B,0.050490699879743244,4.136,1.91,0.3729,1.0
44,2.188769357,3.982,A,0.08511603620187402,4.253,1.41,0.2627,2.0
45,1.971968621,3.959,A,0.10179147104392058,4.289,1.23,0.2217,2.0
46,3.253119373,4.029,B,0.017885924397091215,3.858,2.162,0.5459,1.0
47,3.378313899,4.017,B,0.008729942649503492,3.656,2.33,0.6552,1.0
48,2.100873969,3.978,A,0.04927327064038821,4.089,1.54,0.3359,2.0
49,2.098939884,3.978,A,0.04922790918841503,4.088,1.54,0.3359,2.0
50,25.29880456,4.559,O,0.006056355931871483,3.842,5.187,0.9996,0.0
51,8.250874855,4.402,B,0.04634590752167738,4.268,3.649,0.5428,1.0
52,2.660112476,3.985,B,0.030861099213205734,3.987,1.76,0.4378,1.0
54,2.263080487,3.979,A,0.033551457478962265,3.988,1.672,0.4023,2.0
55,1.324951557,3.838,F,0.13412551129829953,4.311,0.552,0.1242,3.0
56,3.187131627,4.019,A,0.013712334239988496,3.779,2.147,0.5814,2.0
58,2.029083877,3.954,A,0.12303010387813058,4.349,1.17,0.1984,2.0
59,1.124087193,3.756,G,0.11803515930736067,4.251,0.21,0.1189,4.0
60,2.375745963,3.971,A,0.02692225234720296,3.932,1.721,0.4412,2.0
61,2.290867653,3.964,A,0.032293222935932245,3.979,1.63,0.4096,2.0
62,2.543899793,4.039,B,0.10433052449104482,4.333,1.61,0.255,1.0
63,2.357762196,4.015,B,0.09124548642045303,4.284,1.53,0.2634,1.0
64,3.185664237,4.01,A,0.006340323112548914,3.555,2.38,0.693,2.0
66,2.197859873,3.966,A,0.05713620495733915,4.138,1.461,0.321,2.0
67,1.625923095,3.883,A,0.10247345770771508,4.263,0.875,0.1928,2.0
68,2.205972022,3.945,A,0.03404171181002398,3.989,1.53,0.3965,2.0
69,2.004933627,3.931,A,0.049455134878091556,4.083,1.33,0.3286,2.0
70,2.39772847,3.965,A,0.032878454197611436,3.99,1.642,0.4136,2.0
71,1.90107828,3.932,A,0.08059561075254713,4.216,1.183,0.2502,2.0
72,27.27093323,4.58,O,0.012308677439745617,4.058,5.087,0.9078,0.0
73,19.0107828,4.531,B,0.019752014271436826,4.143,4.658,0.7871,1.0
74,11.33965913,4.446,B,0.028583235700679947,4.175,4.055,0.6588,1.0
75,10.62918583,4.423,B,0.03197506165628737,4.198,3.915,0.6332,1.0
76,2.150799862,3.94,A,0.05626151086054824,4.131,1.352,0.3201,2.0
77,1.331987042,3.81,F,0.14083525698932198,4.327,0.427,0.1179,3.0
78,2.273002953,4.009,A,0.09322049198192757,4.285,1.499,0.255,2.0
79,1.595144387,3.885,A,0.13586618804741343,4.342,0.792,0.1492,2.0
80,2.182227378,3.982,A,0.08096762320197931,4.237,1.486,0.2695,2.0
81,1.783199772,3.935,A,0.10090469886207856,4.272,1.179,0.2084,2.0
82,2.53921807,3.911,A,0.009515056922062006,3.64,1.8,0.6014,2.0
83,2.32916363,3.949,A,0.027913313333059058,3.939,1.62,0.4331,2.0
84,15.11123641,4.504,O,0.022548174684477815,4.148,4.439,0.7347,0.0
85,12.37086307,4.458,B,0.031813495558402786,4.218,4.098,0.6559,1.0
86,2.239236683,3.914,A,0.019530411362906234,3.8298,1.566,0.4791,2.0
87,2.10377844,3.908,A,0.032330423293250025,3.967,1.38,0.3971,2.0
88,1.963812409,3.901,A,0.06551057187596022,4.162,1.129,0.2849,2.0
89,1.813844281,3.885,A,0.06937634098146746,4.167,1.023,0.2651,2.0
90,2.146841589,3.955,A,0.061264852270654035,4.155,1.39,0.3075,2.0
91,1.905899517,3.93,A,0.08790455721688815,4.241,1.15,0.238,2.0
92,2.281917821,3.911,A,0.019588960511307478,3.834,1.56,0.4814,2.0
93,1.881048529,3.9,A,0.041659244602035427,4.024,1.24,0.3442,2.0
94,2.004933627,3.923,A,0.037128840827315046,4.0,1.38,0.3701,2.0
95,2.234086581,3.911,A,0.013747109459297266,3.728,1.66,0.5296,2.0
96,1.975149622,3.903,A,0.04919391548547835,4.079,1.221,0.3272,2.0
97,1.486962445,3.843,F,0.1190998983271882,4.27,0.64,0.1581,3.0
98,2.199885109,3.944,A,0.09614161001815565,4.29,1.22,0.2458,2.0
99,1.990215022,3.92,A,0.10887079409376751,4.31,1.06,0.2133,2.0
100,2.759942283,4.008,B,0.057399933694137005,4.17,1.69,0.3533,1.0
101,2.809959109,4.008,B,0.05533646227316435,4.17,1.71,0.3612,1.0
102,14.5411917,4.477,B,0.021923575814260042,4.133,4.33,0.7332,1.0
103,10.28963572,4.411,B,0.031103652455347866,4.185,3.86,0.6325,1.0
104,15.85988376,4.491,B,0.026285206344154214,4.199,4.357,0.7195,1.0
105,14.94858207,4.483,B,0.029101233045466118,4.22,4.278,0.6962,1.0
106,1.793494297,3.923,A,0.07008279128092205,4.168,1.149,0.262,2.0
107,1.776642308,3.913,A,0.07321690905661431,4.179,1.114,0.2543,2.0
108,1.935976138,3.914,A,0.04380375999730796,4.043,1.292,0.3411,2.0
109,0.876798907,3.695,K,0.34971268891019114,4.53,-0.409,-0.0743,5.0
110,2.332920826,3.917,A,0.01540321547463454,3.767,1.657,0.5194,2.0
111,2.296148648,3.929,A,0.020616331587610757,3.849,1.62,0.4749,2.0
112,2.472862678,3.895,A,0.007316635007492652,3.56,1.8,0.6356,2.0
113,2.286125143,3.924,A,0.020682898028426187,3.85,1.6,0.4738,2.0
114,13.96046872,4.459,B,0.00512166761847201,3.708,4.666,0.9378,1.0
115,11.09941271,4.442,B,0.01830675590155752,4.044,4.163,0.7202,1.0
116,1.721075808,3.879,A,0.09266407412849388,4.242,0.898,0.2156,2.0
117,1.781147969,3.886,A,0.09264273988200787,4.247,0.94,0.2206,2.0
118,2.170201204,3.964,B,0.07925221166755393,4.23,1.354,0.2718,1.0
119,2.130100037,3.958,B,0.08029923181616483,4.23,1.32,0.2672,1.0
120,1.857804455,3.906,A,0.0454476457062187,4.047,1.24,0.3298,2.0
121,1.820958298,3.886,A,0.03402603863353643,3.961,1.24,0.3688,2.0
122,2.020226204,3.961,A,0.05947184209706986,4.136,1.41,0.303,2.0
123,1.960198263,3.959,A,0.06166111741807562,4.144,1.38,0.2934,2.0
124,1.415141933,3.835,F,0.0658129549499427,4.1155,0.766,0.2368,3.0
125,1.40184501,3.831,F,0.06908939517128755,4.1284,0.734,0.2284,3.0
126,1.939545624,3.89,A,0.02747333556066144,3.9078,1.334,0.4089,2.0
127,1.510080154,3.856,F,0.0859233875092545,4.2017,0.795,0.2076,3.0
128,2.316861112,3.875,A,0.005856139192706888,3.486,1.77,0.6584,2.0
129,2.277193838,3.892,A,0.011421190900665203,3.677,1.64,0.5592,2.0
130,1.962004504,3.893,A,0.022951516726755605,3.858,1.401,0.4366,2.0
131,1.546322232,3.87,A,0.08337030506038995,4.197,0.864,0.2154,2.0
132,1.965169431,3.978,A,0.044679817506969303,4.051,1.544,0.3404,2.0
134,1.523000339,3.851,F,0.11614790767842305,4.29,0.69,0.1652,3.0
135,1.497959253,3.843,F,0.1130606272832656,4.28,0.66,0.1667,3.0
136,1.772964337,3.896,A,0.0644334507314062,4.142,1.082,0.2725,2.0
137,1.615102168,3.882,F,0.06918491166948611,4.149,0.978,0.2487,3.0
140,1.820119908,3.851,F,0.039701909091200166,4.01,1.05,0.3464,3.0
141,1.80011396,3.847,F,0.0362669798157682,3.98,1.06,0.3579,3.0
144,4.569829533,4.179,B,0.022065378965563293,3.969,2.8,0.5647,1.0
145,4.660151117,4.169,B,0.015125557492574281,3.861,2.88,0.6222,1.0
146,16.1398688,4.487,B,0.01396404985708054,4.019,4.53,0.8136,1.0
147,13.68989131,4.459,B,0.018214254093139166,4.073,4.3,0.7513,1.0
148,1.543831863,3.862,F,0.10169776082215255,4.254,0.772,0.1864,3.0
149,1.219551094,3.797,F,0.1909024010977596,4.403,0.26,0.0611,3.0
150,1.563867665,3.839,F,0.0419673349240358,3.999,0.94,0.3164,3.0
151,1.409937949,3.833,F,0.07333501591802824,4.146,0.72,0.2206,3.0
152,1.564948319,3.84,A,0.1018852676415656,4.257,0.69,0.1881,2.0
153,1.554175291,3.841,A,0.1101568201310739,4.278,0.67,0.1758,2.0
154,1.772148045,3.829,F,0.01741852558056404,3.763,1.193,0.4618,3.0
155,1.679964095,3.842,F,0.031740326552430545,3.929,1.055,0.3672,3.0
156,1.305870166,3.822,F,0.09443030464169,4.208,0.59,0.1729,3.0
157,1.391874249,3.821,F,0.058723426784710424,4.08,0.74,0.2509,3.0
160,1.557040826,3.827,F,0.042365407755103696,4.0016,0.893,0.3144,3.0
161,1.598821575,3.825,F,0.03560503285290019,3.955,0.943,0.3434,3.0
164,1.9498446,3.886,F,0.02227980527280644,3.848,1.381,0.44,3.0
165,2.096042093,3.856,F,0.008681832259860849,3.586,1.554,0.5869,3.0
166,1.505913408,3.842,F,0.09061735692515839,4.22,0.721,0.1995,3.0
167,1.282035349,3.809,F,0.13489982635969686,4.31,0.428,0.1186,3.0
168,2.253201336,3.903,A,0.016939921394708686,3.79,1.568,0.5006,2.0
169,2.146841589,3.911,F,0.027568389153887096,3.92,1.447,0.4231,3.0
170,1.691998603,3.849,F,0.0387089499826731,3.987,0.957,0.3395,3.0
171,1.184131679,3.796,G,0.1635729140197163,4.353,0.225,0.0792,4.0
172,1.269112144,3.831,F,0.09401808272605325,4.2028,0.616,0.1694,3.0
173,0.754223396,3.701,K,0.4758952727265131,4.597,-0.523,-0.1407,5.0
174,1.344930988,3.83,F,0.08552860543303671,4.184,0.658,0.1915,3.0
176,1.530030189,3.851,A,0.04057993907409817,3.98,0.99,0.3181,2.0
178,1.255162629,3.8129,F,0.14468096302818964,4.3259,0.415,0.1054,3.0
179,1.218708949,3.8062,F,0.16173774765527743,4.3539,0.347,0.085,3.0
180,1.270866699,3.809,F,0.1337246255769357,4.305,0.48,0.1186,3.0
181,1.146040591,3.799,F,0.19898089989798284,4.405,0.24,0.0461,3.0
184,1.190967746,3.778,F,0.06995381283347296,4.108,0.474,0.203,3.0
185,1.156911132,3.777,F,0.06757894236850798,4.093,0.472,0.2038,3.0
186,1.27438309,3.814,F,0.1403496683762756,4.3194,0.434,0.112,3.0
187,1.257766432,3.81,F,0.1488371654825148,4.3343,0.399,0.1016,3.0
188,1.837807417,3.836,F,0.019856897344427353,3.806,1.2,0.4481,3.0
189,1.404106339,3.816,F,0.09561177718502452,4.222,0.58,0.1816,3.0
190,1.977880278,3.813,F,0.012280368266139633,3.678,1.261,0.5283,3.0
191,1.512864388,3.822,F,0.08039173296623515,4.183,0.676,0.2175,3.0
192,1.288842949,3.813,F,0.1148183735580134,4.2626,0.492,0.1427,3.0
193,1.231685986,3.806,F,0.1284432809954285,4.2887,0.419,0.1199,3.0
194,1.277026766,3.817,F,0.16248429511595983,4.3623,0.403,0.0911,3.0
195,1.251122977,3.813,F,0.1748684218832338,4.3805,0.358,0.0775,3.0
196,1.413839139,3.818,F,0.08055850363841546,4.173,0.64,0.2074,3.0
197,1.208926785,3.789,G,0.16055039952052194,4.351,0.28,0.0849,4.0
198,1.373093148,3.81,F,0.06298126663828375,4.0982,0.669,0.2388,3.0
199,1.468926278,3.802,F,0.03950130019787147,3.9731,0.796,0.3161,3.0
200,1.452111618,3.806,F,0.07932523928406064,4.173,0.6,0.2135,3.0
204,1.393156803,3.819,F,0.11940194209020329,4.2855,0.525,0.1483,3.0
206,1.448771854,3.835,F,0.09504108614074015,4.225,0.669,0.187,3.0
207,1.349584246,3.817,F,0.13125365038031814,4.308,0.483,0.13,3.0
208,1.30737447,3.818,F,0.08665854454172725,4.183,0.599,0.1855,3.0
209,1.514955932,3.808,F,0.02734710705029081,3.871,0.934,0.3738,3.0
210,1.339985195,3.793,F,0.14226936422348013,4.33,0.35,0.1173,3.0
211,1.229985524,3.777,G,0.19306848595261716,4.4,0.18,0.0607,4.0
212,1.361131234,3.821,F,0.13265126338076264,4.31,0.53,0.1297,3.0
213,1.331987042,3.818,F,0.13766114915478844,4.32,0.5,0.1212,3.0
214,1.40184501,3.824,F,0.09272810631694207,4.213,0.634,0.1858,3.0
215,1.107643492,3.757,G,0.23367453698410778,4.446,0.026,0.0179,4.0
216,1.45411917,3.813,F,0.06333027743680719,4.108,0.7,0.2463,3.0
217,1.448104823,3.813,F,0.0630683386136561,4.106,0.7,0.2463,3.0
218,1.518098671,3.81,F,0.031225643044226304,3.909,0.9,0.3549,3.0
219,1.509037388,3.81,F,0.031039262281311646,3.907,0.9,0.3549,3.0
220,1.625923095,3.803,F,0.02287238173149687,3.83,0.985,0.4099,3.0
221,1.606941253,3.808,F,0.02624287372402289,3.87,0.961,0.3883,3.0
222,1.919994568,3.922,A,0.06566158935229033,4.159,1.2,0.2813,2.0
223,1.872837083,3.916,A,0.07565042821984448,4.196,1.13,0.2572,2.0
226,1.568917113,3.811,F,0.035621433350485364,3.952,0.88,0.3406,3.0
227,1.655007629,3.802,F,0.02550418152248436,3.863,0.954,0.3967,3.0
228,23.4909186,4.538,O,0.004367283558537452,3.736,5.179,1.0362,0.0
229,9.949471218,4.452,B,0.007420127891201163,3.766,4.474,0.8351,1.0
230,1.003690931,3.777,G,0.2546310674849279,4.457,0.016,-0.0088,4.0
231,0.595525003,3.589,M,0.7016352353023328,4.676,-1.154,-0.2311,6.0
232,1.314316621,3.806,F,0.07320005220139811,4.135,0.6,0.2107,3.0
233,1.270281578,3.805,F,0.088371329864397,4.185,0.533,0.1785,3.0
234,1.406695182,3.8,F,0.05443915690253001,4.059,0.68,0.2634,3.0
235,1.243941624,3.795,F,0.11298255478067817,4.256,0.415,0.1399,3.0
236,1.690051738,3.854,F,0.0504442176300736,4.068,0.968,0.301,3.0
237,0.800018445,3.664,K,0.40244949871397895,4.552,-0.6,-0.1079,5.0
238,2.342070695,3.998,A,0.08804635687822146,4.272,1.48,0.2676,2.0
239,2.337760412,3.998,A,0.09103562761301315,4.282,1.47,0.2625,2.0
240,0.92789749,3.76,G,0.13277349600506788,4.257,0.14,0.0741,4.0
241,0.869961433,3.745,G,0.23179891066076766,4.409,-0.1,-0.0159,4.0
242,1.028963572,3.787,G,0.0863199918304949,4.148,0.406,0.1514,4.0
244,1.032048246,3.76,G,0.12254945685572664,4.294,0.197,0.1011,4.0
245,0.968054928,3.754,G,0.14318957195529877,4.285,0.107,0.0693,4.0
246,1.154516117,3.801,F,0.04467981752130768,3.974,0.685,0.2634,3.0
247,0.783249272,3.732,K,0.4824045446797186,4.607,-0.392,-0.1372,5.0
248,1.226874105,3.79,F,0.10653968068963317,4.234,0.41,0.1464,3.0
249,1.220112847,3.786,F,0.10193219835860297,4.221,0.4,0.152,3.0
250,1.324341535,3.829,F,0.08404490500273865,4.1765,0.653,0.1918,3.0
251,1.321904253,3.829,F,0.08453010151847319,4.1778,0.651,0.1907,3.0
252,1.431858164,3.809,F,0.026718458039038263,3.852,0.926,0.369,3.0
253,1.314922025,3.834,F,0.07782361323470786,4.15,0.693,0.2019,3.0
256,2.559764431,3.745,G,0.00013602269987031968,2.41,2.371,1.2175,4.0
257,2.510151881,3.712,G,0.00011577409390069328,2.36,2.279,1.238,4.0
258,3.609940136,3.787,F,3.724014735051138e-05,2.087,3.01,1.4548,3.0
259,3.519654225,3.783,F,4.566793672697905e-05,2.142,2.93,1.4216,3.0
260,1.34338347,3.815,F,0.13182913146473216,4.309,0.473,0.1287,3.0
261,1.354253604,3.817,F,0.11882597615855167,4.28,0.513,0.1449,3.0
262,1.345860354,3.808,F,0.027077676207522616,3.85,0.901,0.3581,3.0
263,1.417098375,3.802,F,0.022983247333123926,3.81,0.939,0.3893,3.0
264,1.043037686,3.763,G,0.2998550662327101,4.517,-0.055,-0.0269,4.0
265,0.986052413,3.759,G,0.28249540683258006,4.491,-0.071,-0.0264,4.0
266,1.164126029,3.804,F,0.10757500886516322,4.229,0.444,0.1374,3.0
267,0.911171233,3.745,G,0.2935698092680982,4.458,-0.155,-0.0434,4.0
268,1.210319415,3.796,F,0.150110610299331,4.331,0.33,0.0948,3.0
269,0.951261675,3.74,G,0.3116100031140817,4.508,-0.18,-0.0458,4.0
270,1.28913975,3.788,F,0.059746351634483705,4.074,0.58,0.2373,3.0
271,1.264445165,3.79,F,0.06210282993686992,4.0822,0.572,0.2289,3.0
272,1.269404402,3.81,F,0.10819604621016182,4.243,0.494,0.1491,3.0
273,1.129275744,3.788,F,0.18850001565799038,4.387,0.212,0.0518,3.0
274,19.04144927,4.507,O,0.012081236629550225,4.0,4.7,0.8585,0.0
275,13.73093148,4.447,B,0.01688540145784991,4.27,4.27,0.7627,1.0
276,1.1347495,3.775,F,0.09132956534277159,4.178,0.37,0.1574,3.0
277,0.965161523,3.722,G,0.18535802388130904,4.36,-0.095,0.0315,4.0
278,1.195914138,3.784,F,0.12385438603940079,4.274,0.332,0.1209,3.0
279,1.033713052,3.756,F,0.245251340904206,4.451,-0.019,0.0009,3.0
280,1.222925498,3.792,F,0.11942943860073568,4.272,0.38,0.1294,3.0
281,1.187681523,3.789,F,0.13709177225647473,4.306,0.32,0.1052,3.0
282,1.282035349,3.791,F,0.07264594718908604,4.129,0.533,0.2082,3.0
283,0.931536765,3.724,G,0.24060873543040223,4.43,-0.173,-0.0114,4.0
284,1.444441641,3.809,F,0.032659639802267014,3.915,0.868,0.3412,3.0
286,1.53886315,3.827,F,0.055964340561041305,4.08,0.806,0.2724,3.0
287,1.068808749,3.76,G,0.26503998046822935,4.478,-0.013,-0.0055,4.0
290,1.132921973,3.778,F,0.1049811656731618,4.218,0.34,0.137,3.0
291,1.093956366,3.77,F,0.22434241496676427,4.433,0.079,0.022,3.0
298,1.134488244,3.771,F,0.2321728275968702,4.4825,0.083,0.0223,3.0
299,1.124087193,3.767,F,0.22579347657351018,4.4388,0.071,0.025,3.0
304,1.101792978,3.782,F,0.2021675233829747,4.404,0.159,0.0381,3.0
