B-V,log.Teff [K],Absolute Mag,Mass[solMass],Vmag,Plx,Age [yr],Distance,logL,Predicted_SpT
1.46,3.707,0.58,4.01,11.68,0.00060256,128000000.0,1659.586907,2.4,G
1.46,3.707,0.58,3.76,11.68,0.00060256,184000000.0,1659.586907,2.4,G
0.39,4.167,0.72,4.61,11.82,0.00060256,42100000.0,1659.586907,2.68,B
0.36,4.212,1.03,4.85,12.13,0.00060256,4520000.0,1659.586907,2.67,B
0.37,4.2,1.12,4.65,12.22,0.00060256,6170000.0,1659.586907,2.6,B
0.51,4.01,1.17,3.13,12.27,0.00060256,192000000.0,1659.586907,2.19,B
0.29,4.325,1.42,6.2,12.52,0.00060256,-1.0,1659.586907,2.78,B
0.47,4.05,1.49,3.26,12.59,0.00060256,123000000.0,1659.586907,2.12,B
0.42,4.117,1.59,3.57,12.69,0.00060256,42200000.0,1659.586907,2.21,B
0.63,3.936,1.64,2.68,12.74,0.00060256,302000000.0,1659.586907,1.91,A
0.48,4.04,1.69,3.09,12.79,0.00060256,133000000.0,1659.586907,2.02,B
0.5,4.02,1.83,2.93,12.93,0.00060256,160000000.0,1659.586907,1.94,B
0.59,3.956,2.18,2.39,13.28,0.00060256,390000000.0,1659.586907,1.71,A
0.55,3.981,2.19,2.62,13.29,0.00060256,233000000.0,1659.586907,1.74,A
0.55,3.981,2.19,2.49,13.29,0.00060256,318000000.0,1659.586907,1.74,A
0.55,3.981,2.19,2.46,13.29,0.00060256,338000000.0,1659.586907,1.74,A
0.47,4.05,2.24,2.82,13.34,0.00060256,74200000.0,1659.586907,1.82,B
0.5,4.02,2.25,2.7,13.35,0.00060256,142000000.0,1659.586907,1.77,B
0.5,4.02,2.27,2.69,13.37,0.00060256,140000000.0,1659.586907,1.76,B
0.53,3.994,2.66,2.41,13.76,0.00060256,162000000.0,1659.586907,1.57,A
0.62,3.941,2.67,2.28,13.77,0.00060256,345000000.0,1659.586907,1.5,A
0.62,3.941,2.67,2.2,13.77,0.00060256,441000000.0,1659.586907,1.5,A
0.62,3.941,2.67,2.14,13.77,0.00060256,496000000.0,1659.586907,1.5,A
0.14,4.05,-0.23,3.59,10.67,0.000660693,135000000.0,1513.561248,2.41,B
0.15,4.04,0.06,3.32,10.96,0.000660693,162000000.0,1513.561248,2.28,B
0.09,4.117,0.14,3.89,11.04,0.000660693,65200000.0,1513.561248,2.4,B
0.13,4.062,1.07,2.97,11.97,0.000660693,73000000.0,1513.561248,1.92,B
0.12,4.075,1.37,2.9,12.27,0.000660693,-1.0,1513.561248,1.82,B
0.13,4.062,1.58,2.75,12.48,0.000660693,-1.0,1513.561248,1.71,B
0.18,4.01,1.72,2.45,12.62,0.000660693,93400000.0,1513.561248,1.57,B
0.28,3.945,1.89,2.19,12.79,0.000660693,317000000.0,1513.561248,1.42,A
0.23,3.975,2.06,2.19,12.96,0.000660693,146000000.0,1513.561248,1.39,A
0.32,3.927,2.1,2.07,13.0,0.000660693,379000000.0,1513.561248,1.32,A
0.3,3.936,2.33,1.99,13.23,0.000660693,279000000.0,1513.561248,1.24,A
0.37,3.905,2.63,1.83,13.53,0.000660693,417000000.0,1513.561248,1.1,A
0.25,3.963,2.65,1.97,13.55,0.000660693,-1.0,1513.561248,1.14,A
0.52,3.847,3.3,1.55,14.2,0.000660693,790000000.0,1513.561248,0.82,F
0.47,3.865,3.55,1.5,14.45,0.000660693,238000000.0,1513.561248,0.72,F
0.56,3.834,3.65,1.43,14.55,0.000660693,899000000.0,1513.561248,0.68,F
0.54,3.841,3.73,1.42,14.63,0.000660693,707000000.0,1513.561248,0.65,F
0.6,3.822,4.04,1.31,14.94,0.000660693,1030000000.0,1513.561248,0.53,F
0.66,3.803,4.05,1.29,14.95,0.000660693,1720000000.0,1513.561248,0.53,F
0.63,3.813,4.11,1.29,15.01,0.000660693,1330000000.0,1513.561248,0.5,F
0.6,3.822,4.2,1.28,15.1,0.000660693,818000000.0,1513.561248,0.46,F
0.497,3.792,0.33,2.72,4.83,0.012589254,298000000.0,79.43282347,1.77,F
0.273,3.86,0.45,2.42,4.95,0.012589254,415000000.0,79.43282347,1.71,A
0.081,3.94,0.5,2.38,5.0,0.012589254,406000000.0,79.43282347,1.72,A
0.076,3.943,0.68,2.3,5.18,0.012589254,436000000.0,79.43282347,1.65,A
-0.049,4.029,0.79,2.66,5.29,0.012589254,98200000.0,79.43282347,1.72,B
0.049,3.957,0.96,2.36,5.46,0.012589254,293000000.0,79.43282347,1.55,A
0.114,3.925,1.54,2.04,6.04,0.012589254,380000000.0,79.43282347,1.29,A
0.167,3.901,1.77,1.91,6.27,0.012589254,489000000.0,79.43282347,1.18,A
0.108,3.928,1.79,1.94,6.29,0.012589254,306000000.0,79.43282347,1.2,A
0.266,3.863,1.92,1.69,6.42,0.012589254,1030000000.0,79.43282347,1.12,A
0.181,3.896,1.98,1.82,6.48,0.012589254,493000000.0,79.43282347,1.1,A
0.179,3.897,2.04,1.8,6.54,0.012589254,470000000.0,79.43282347,1.08,A
0.207,3.886,2.15,1.75,6.65,0.012589254,534000000.0,79.43282347,1.03,A
0.177,3.897,2.17,1.76,6.67,0.012589254,416000000.0,79.43282347,1.02,A
0.237,3.874,2.23,1.72,6.73,0.012589254,620000000.0,79.43282347,1.0,A
0.163,3.903,2.26,1.74,6.76,0.012589254,303000000.0,79.43282347,0.99,A
0.275,3.86,2.92,1.49,7.42,0.012589254,394000000.0,79.43282347,0.72,A
0.353,3.833,3.39,1.34,7.89,0.012589254,628000000.0,79.43282347,0.53,F
0.397,3.82,3.62,1.27,8.12,0.012589254,834000000.0,79.43282347,0.45,F
0.407,3.817,3.63,1.26,8.13,0.012589254,962000000.0,79.43282347,0.44,F
0.518,3.787,3.67,1.2,8.17,0.012589254,2470000000.0,79.43282347,0.44,F
0.518,3.787,3.67,1.14,8.17,0.012589254,3880000000.0,79.43282347,0.44,F
0.518,3.787,3.67,1.14,8.17,0.012589254,3970000000.0,79.43282347,0.44,F
0.449,3.803,3.87,1.19,8.37,0.012589254,1220000000.0,79.43282347,0.35,F
0.443,3.805,3.92,1.19,8.42,0.012589254,994000000.0,79.43282347,0.33,F
0.463,3.799,4.05,1.15,8.55,0.012589254,1050000000.0,79.43282347,0.28,F
0.461,3.8,4.06,1.15,8.56,0.012589254,988000000.0,79.43282347,0.28,F
0.453,3.802,4.1,1.15,8.6,0.012589254,653000000.0,79.43282347,0.26,F
0.475,3.797,4.11,1.14,8.61,0.012589254,1080000000.0,79.43282347,0.26,F
0.535,3.783,4.11,1.11,8.61,0.012589254,2220000000.0,79.43282347,0.27,F
0.525,3.785,4.23,1.1,8.73,0.012589254,1670000000.0,79.43282347,0.22,F
0.51,3.789,4.33,1.09,8.83,0.012589254,965000000.0,79.43282347,0.17,F
0.566,3.776,4.52,1.04,9.02,0.012589254,1500000000.0,79.43282347,0.11,G
0.547,3.78,4.6,1.05,9.1,0.012589254,545000000.0,79.43282347,0.07,F
0.54,3.782,4.62,1.05,9.12,0.012589254,248000000.0,79.43282347,0.06,F
0.589,3.771,4.84,1.0,9.34,0.012589254,279000000.0,79.43282347,-0.02,G
0.594,3.77,4.86,1.0,9.36,0.012589254,300000000.0,79.43282347,-0.03,G
0.776,3.728,5.28,0.86,9.78,0.012589254,5950000000.0,79.43282347,-0.16,G
0.679,3.75,5.41,0.91,9.91,0.012589254,-1.0,79.43282347,-0.24,K
0.793,3.724,5.5,0.84,10.0,0.012589254,4690000000.0,79.43282347,-0.24,K
0.834,3.715,5.88,0.8,10.38,0.012589254,2590000000.0,79.43282347,-0.38,K
0.776,3.728,6.01,0.83,10.51,0.012589254,-1.0,79.43282347,-0.45,K
0.895,3.701,6.31,0.75,10.81,0.012589254,346000000.0,79.43282347,-0.53,K
0.18,3.896,0.18,2.56,3.41,0.022594358,346000000.0,44.25883724,1.82,A
0.99,3.692,0.43,3.33,3.66,0.022594358,172000000.0,44.25883724,1.84,G
0.98,3.694,0.54,3.23,3.77,0.022594358,185000000.0,44.25883724,1.79,G
0.96,3.698,0.62,3.13,3.85,0.022594358,200000000.0,44.25883724,1.75,G
0.05,3.956,1.07,2.3,4.3,0.022594358,290000000.0,44.25883724,1.51,A
0.25,3.869,1.25,1.96,4.48,0.022594358,737000000.0,44.25883724,1.39,A
0.24,3.873,1.43,1.88,4.66,0.022594358,807000000.0,44.25883724,1.32,A
0.17,3.9,1.55,2.0,4.78,0.022594358,515000000.0,44.25883724,1.27,A
0.17,3.9,1.55,1.96,4.78,0.022594358,590000000.0,44.25883724,1.27,A
0.17,3.9,1.55,1.87,4.78,0.022594358,733000000.0,44.25883724,1.27,A
0.16,3.905,1.57,2.0,4.8,0.022594358,489000000.0,44.25883724,1.27,A
0.16,3.905,1.57,1.91,4.8,0.022594358,644000000.0,44.25883724,1.27,A
0.16,3.905,1.57,1.88,4.8,0.022594358,710000000.0,44.25883724,1.27,A
0.23,3.877,1.8,1.75,5.03,0.022594358,913000000.0,44.25883724,1.17,A
0.26,3.865,2.17,1.73,5.4,0.022594358,710000000.0,44.25883724,1.02,A
0.26,3.865,2.17,1.66,5.4,0.022594358,953000000.0,44.25883724,1.02,A
0.26,3.865,2.17,1.63,5.4,0.022594358,1050000000.0,44.25883724,1.02,A
0.26,3.865,2.25,1.71,5.48,0.022594358,696000000.0,44.25883724,0.99,A
0.32,3.844,2.35,1.66,5.58,0.022594358,901000000.0,44.25883724,0.95,F
0.32,3.844,2.35,1.65,5.58,0.022594358,940000000.0,44.25883724,0.95,F
0.32,3.844,2.35,1.54,5.58,0.022594358,1300000000.0,44.25883724,0.95,F
0.28,3.858,2.36,1.66,5.59,0.022594358,750000000.0,44.25883724,0.94,A
0.3,3.85,2.41,1.64,5.64,0.022594358,820000000.0,44.25883724,0.92,F
0.3,3.85,2.41,1.57,5.64,0.022594358,1110000000.0,44.25883724,0.92,F
0.3,3.85,2.41,1.54,5.64,0.022594358,1220000000.0,44.25883724,0.92,F
0.32,3.844,2.49,1.61,5.72,0.022594358,876000000.0,44.25883724,0.89,F
0.32,3.844,2.49,1.55,5.72,0.022594358,1150000000.0,44.25883724,0.89,F
0.32,3.844,2.49,1.51,5.72,0.022594358,1300000000.0,44.25883724,0.89,F
0.32,3.844,2.67,1.55,5.9,0.022594358,830000000.0,44.25883724,0.82,F
0.34,3.837,2.79,1.51,6.02,0.022594358,872000000.0,44.25883724,0.77,F
0.46,3.8,2.94,1.32,6.17,0.022594358,2470000000.0,44.25883724,0.72,F
0.4,3.819,3.09,1.4,6.32,0.022594358,1240000000.0,44.25883724,0.66,F
0.43,3.809,3.28,1.33,6.51,0.022594358,1510000000.0,44.25883724,0.58,F
0.53,3.784,3.36,1.2,6.59,0.022594358,3580000000.0,44.25883724,0.56,F
0.41,3.816,3.38,1.31,6.61,0.022594358,1280000000.0,44.25883724,0.54,F
0.56,3.777,3.65,1.19,6.88,0.022594358,3110000000.0,44.25883724,0.45,F
0.56,3.777,3.65,1.18,6.88,0.022594358,3370000000.0,44.25883724,0.45,F
0.56,3.777,3.65,1.12,6.88,0.022594358,4470000000.0,44.25883724,0.45,F
0.45,3.803,3.69,1.22,6.92,0.022594358,1550000000.0,44.25883724,0.42,F
0.44,3.806,3.74,1.22,6.97,0.022594358,1310000000.0,44.25883724,0.4,F
0.56,3.777,3.76,1.17,6.99,0.022594358,3110000000.0,44.25883724,0.41,F
0.56,3.777,3.76,1.13,6.99,0.022594358,4040000000.0,44.25883724,0.41,F
0.56,3.777,3.76,1.1,6.99,0.022594358,4640000000.0,44.25883724,0.41,F
0.5,3.791,3.82,1.18,7.05,0.022594358,2110000000.0,44.25883724,0.38,F
0.54,3.782,4.19,1.1,7.42,0.022594358,2120000000.0,44.25883724,0.23,F
0.54,3.782,4.26,1.09,7.49,0.022594358,1900000000.0,44.25883724,0.21,F
0.68,3.75,4.31,1.0,7.54,0.022594358,5990000000.0,44.25883724,0.2,G
0.68,3.75,4.31,0.98,7.54,0.022594358,7200000000.0,44.25883724,0.2,G
0.68,3.75,4.31,0.97,7.54,0.022594358,7910000000.0,44.25883724,0.2,G
0.6,3.768,4.39,1.04,7.62,0.022594358,2980000000.0,44.25883724,0.16,G
0.54,3.782,4.55,1.05,7.78,0.022594358,633000000.0,44.25883724,0.09,F
0.6,3.768,4.57,1.02,7.8,0.022594358,2230000000.0,44.25883724,0.09,G
0.61,3.766,4.62,1.01,7.85,0.022594358,2290000000.0,44.25883724,0.07,G
0.34,3.837,4.67,1.16,7.9,0.022594358,-1.0,44.25883724,0.02,F
0.63,3.761,4.71,0.99,7.94,0.022594358,2480000000.0,44.25883724,0.04,G
0.63,3.761,4.83,0.98,8.06,0.022594358,1760000000.0,44.25883724,-0.01,G
0.64,3.759,4.83,0.97,8.06,0.022594358,2120000000.0,44.25883724,-0.01,G
0.66,3.755,4.89,0.96,8.12,0.022594358,2490000000.0,44.25883724,-0.03,G
0.77,3.73,5.11,0.87,8.34,0.022594358,7200000000.0,44.25883724,-0.09,G
0.72,3.741,5.23,0.9,8.46,0.022594358,2650000000.0,44.25883724,-0.15,G
0.84,3.714,5.28,0.81,8.51,0.022594358,12700000000.0,44.25883724,-0.14,K
0.74,3.736,5.43,0.87,8.66,0.022594358,1720000000.0,44.25883724,-0.23,G
0.69,3.748,5.43,0.9,8.66,0.022594358,-1.0,44.25883724,-0.24,G
0.84,3.714,5.7,0.8,8.93,0.022594358,6220000000.0,44.25883724,-0.31,K
0.46,3.8,5.71,1.0,8.94,0.022594358,-1.0,44.25883724,-0.38,F
0.88,3.705,5.71,0.77,8.94,0.022594358,11200000000.0,44.25883724,-0.3,K
0.83,3.716,5.73,0.81,8.96,0.022594358,4700000000.0,44.25883724,-0.32,K
0.94,3.691,5.78,0.72,9.01,0.022594358,22500000000.0,44.25883724,-0.3,K
0.84,3.714,5.8,0.8,9.03,0.022594358,4530000000.0,44.25883724,-0.35,K
0.85,3.711,5.87,0.79,9.1,0.022594358,4340000000.0,44.25883724,-0.37,K
0.87,3.707,5.88,0.77,9.11,0.022594358,6430000000.0,44.25883724,-0.37,K
0.85,3.711,6.15,0.78,9.38,0.022594358,-1.0,44.25883724,-0.48,K
0.88,3.705,6.17,0.76,9.4,0.022594358,1730000000.0,44.25883724,-0.48,K
0.93,3.693,6.29,0.73,9.52,0.022594358,5680000000.0,44.25883724,-0.51,K
0.32,3.844,6.45,1.03,9.68,0.022594358,-1.0,44.25883724,-0.69,K
0.65,3.757,6.45,0.88,9.68,0.022594358,-1.0,44.25883724,-0.66,K
0.91,3.698,6.46,0.74,9.69,0.022594358,-1.0,44.25883724,-0.59,K
1.06,3.664,6.76,0.63,9.99,0.022594358,22600000000.0,44.25883724,-0.63,K
1.11,3.652,6.78,0.58,10.01,0.022594358,53400000000.0,44.25883724,-0.61,K
1.11,3.652,6.78,0.38,10.01,0.022594358,310000000000.0,44.25883724,-0.61,K
1.11,3.652,6.78,0.37,10.01,0.022594358,342000000000.0,44.25883724,-0.61,K
0.64,3.759,6.97,0.87,10.2,0.022594358,-1.0,44.25883724,-0.87,K
1.03,3.67,7.07,0.67,10.3,0.022594358,-1.0,44.25883724,-0.77,K
1.17,3.639,7.09,0.53,10.32,0.022594358,89300000000.0,44.25883724,-0.69,K
1.17,3.639,7.09,0.28,10.32,0.022594358,919000000000.0,44.25883724,-0.69,K
1.17,3.639,7.09,0.28,10.32,0.022594358,945000000000.0,44.25883724,-0.69,K
1.24,3.623,7.26,-1.0,10.49,0.022594358,0.0,44.25883724,-0.7,K
1.11,3.652,7.27,0.61,10.5,0.022594358,12000000000.0,44.25883724,-0.81,K
1.11,3.652,7.27,3.58,10.5,0.022594358,78400000.0,44.25883724,-0.81,K
1.11,3.652,7.27,0.32,10.5,0.022594358,579000000000.0,44.25883724,-0.81,K
1.34,3.606,7.28,-1.0,10.51,0.022594358,0.0,44.25883724,-0.64,K
1.36,3.601,7.48,-1.0,10.71,0.022594358,0.0,44.25883724,-0.69,K
1.16,3.641,7.5,0.57,10.73,0.022594358,21300000000.0,44.25883724,-0.86,K
1.16,3.641,7.5,0.27,10.73,0.022594358,1060000000000.0,44.25883724,-0.86,K
1.16,3.641,7.5,0.26,10.73,0.022594358,1310000000000.0,44.25883724,-0.86,K
1.3,3.609,7.67,-1.0,10.9,0.022594358,0.0,44.25883724,-0.81,K
0.83,3.716,7.73,0.78,10.96,0.022594358,-1.0,44.25883724,-1.12,K
1.22,3.627,7.79,0.53,11.02,0.022594358,40200000000.0,44.25883724,-0.93,K
1.31,3.607,7.81,-1.0,11.04,0.022594358,0.0,44.25883724,-0.86,K
0.81,3.72,7.84,0.79,11.07,0.022594358,-1.0,44.25883724,-1.17,K
0.82,3.718,8.08,0.78,11.31,0.022594358,-1.0,44.25883724,-1.26,K
1.31,3.607,8.3,0.47,11.53,0.022594358,79100000000.0,44.25883724,-1.05,K
1.38,3.589,8.33,-1.0,11.56,0.022594358,0.0,44.25883724,-0.97,M
1.41,3.581,8.41,-1.0,11.64,0.022594358,0.0,44.25883724,-0.95,M
0.84,3.714,8.5,0.77,11.73,0.022594358,-1.0,44.25883724,-1.43,K
1.8,3.315,8.61,-1.0,11.84,0.022594358,0.0,44.25883724,0.62,M
1.44,3.572,8.73,-1.0,11.96,0.022594358,0.0,44.25883724,-1.03,M
1.42,3.578,8.75,-1.0,11.98,0.022594358,0.0,44.25883724,-1.07,M
1.45,3.569,8.91,-1.0,12.14,0.022594358,0.0,44.25883724,-1.08,M
1.08,3.659,8.93,0.68,12.16,0.022594358,-1.0,44.25883724,-1.49,K
1.47,3.564,8.94,-1.0,12.17,0.022594358,0.0,44.25883724,-1.06,M
1.47,3.564,8.97,-1.0,12.2,0.022594358,0.0,44.25883724,-1.07,M
1.26,3.618,9.12,0.58,12.35,0.022594358,-1.0,44.25883724,-1.42,K
1.26,3.618,9.12,0.11,12.35,0.022594358,30500000000000.0,44.25883724,-1.42,K
1.26,3.618,9.12,8.52,12.35,0.022594358,3220000.0,44.25883724,-1.42,K
1.36,3.594,9.14,0.49,12.37,0.022594358,-1.0,44.25883724,-1.33,M
1.45,3.569,9.15,-1.0,12.38,0.022594358,0.0,44.25883724,-1.18,M
1.47,3.564,9.21,-1.0,12.44,0.022594358,0.0,44.25883724,-1.17,M
1.49,3.558,9.32,-1.0,12.55,0.022594358,0.0,44.25883724,-1.18,M
1.52,3.55,9.56,-1.0,12.79,0.022594358,0.0,44.25883724,-1.22,M
1.43,3.575,9.61,0.43,12.84,0.022594358,39700000000.0,44.25883724,-1.4,M
1.69,3.478,9.75,-1.0,12.98,0.022594358,0.0,44.25883724,-0.8,M
1.53,3.547,9.82,-1.0,13.05,0.022594358,0.0,44.25883724,-1.3,M
1.88,3.215,10.13,-1.0,13.36,0.022594358,0.0,44.25883724,0.61,M
1.13,3.648,10.18,0.67,13.41,0.022594358,-1.0,44.25883724,-1.96,K
1.14,3.645,10.26,0.67,13.49,0.022594358,-1.0,44.25883724,-1.98,K
1.04,3.668,10.29,0.7,13.52,0.022594358,-1.0,44.25883724,-2.05,K
1.7,3.487,10.39,-1.0,13.62,0.022594358,0.0,44.25883724,-1.1,M
0.33,3.841,10.72,0.89,13.95,0.022594358,-1.0,44.25883724,-2.4,K
1.58,3.532,10.72,0.29,13.95,0.022594358,1040000000000.0,44.25883724,-1.56,M
1.5,3.556,10.75,0.46,13.98,0.022594358,-1.0,44.25883724,-1.73,M
-0.09,4.075,10.79,1.1,14.02,0.022594358,-1.0,44.25883724,-2.2,K
-0.03,4.01,10.95,1.04,14.18,0.022594358,-1.0,44.25883724,-2.37,K
1.06,3.664,10.99,0.7,14.22,0.022594358,-1.0,44.25883724,-2.32,K
1.25,3.62,11.02,0.64,14.25,0.022594358,-1.0,44.25883724,-2.19,K
1.25,3.62,11.02,3.56,14.25,0.022594358,80200000.0,44.25883724,-2.19,K
1.25,3.62,11.02,9.28,14.25,0.022594358,2360000.0,44.25883724,-2.19,K
1.38,3.589,11.04,0.58,14.27,0.022594358,-1.0,44.25883724,-2.05,M
-0.02,4.0,11.06,1.02,14.29,0.022594358,-1.0,44.25883724,-2.43,K
1.57,3.535,11.22,0.4,14.45,0.022594358,-1.0,44.25883724,-1.78,M
1.12,3.65,11.32,0.69,14.55,0.022594358,-1.0,44.25883724,-2.42,K
2.02,3.055,11.39,-1.0,14.62,0.022594358,0.0,44.25883724,1.06,M
1.64,3.515,11.42,0.27,14.65,0.022594358,1310000000000.0,44.25883724,-1.71,M
1.64,3.515,11.53,0.29,14.76,0.022594358,687000000000.0,44.25883724,-1.75,M
1.39,3.586,11.6,0.59,14.83,0.022594358,-1.0,44.25883724,-2.26,M
1.56,3.538,11.61,0.46,14.84,0.022594358,-1.0,44.25883724,-1.95,M
1.58,3.532,11.7,0.45,14.93,0.022594358,-1.0,44.25883724,-1.95,M
1.57,3.535,11.71,0.46,14.94,0.022594358,-1.0,44.25883724,-1.97,M
1.53,3.547,11.74,0.51,14.97,0.022594358,-1.0,44.25883724,-2.07,M
1.25,3.62,11.9,0.65,15.13,0.022594358,-1.0,44.25883724,-2.54,K
1.25,3.62,11.9,3.58,15.13,0.022594358,78600000.0,44.25883724,-2.54,K
1.25,3.62,11.9,9.55,15.13,0.022594358,2120000.0,44.25883724,-2.54,K
1.16,3.641,11.9,0.68,15.13,0.022594358,-1.0,44.25883724,-2.62,K
1.03,3.67,11.92,0.72,15.15,0.022594358,-1.0,44.25883724,-2.71,K
1.6,3.526,12.01,0.45,15.24,0.022594358,-1.0,44.25883724,-2.03,M
1.37,3.592,12.03,0.61,15.26,0.022594358,-1.0,44.25883724,-2.47,M
0.9,3.7,12.04,0.75,15.27,0.022594358,-1.0,44.25883724,-2.82,K
0.8,3.723,12.07,0.77,15.3,0.022594358,-1.0,44.25883724,-2.87,K
1.38,3.589,12.09,0.61,15.32,0.022594358,-1.0,44.25883724,-2.47,M
1.31,3.607,12.1,0.64,15.33,0.022594358,-1.0,44.25883724,-2.57,K
1.31,3.607,12.1,3.54,15.33,0.022594358,81500000.0,44.25883724,-2.57,K
1.31,3.607,12.1,9.04,15.33,0.022594358,2590000.0,44.25883724,-2.57,K
1.88,3.435,12.11,-1.0,15.34,0.022594358,0.0,44.25883724,-1.4,M
1.23,3.625,12.15,0.66,15.38,0.022594358,-1.0,44.25883724,-2.66,K
1.62,3.521,12.19,0.44,15.42,0.022594358,-1.0,44.25883724,-2.06,M
0.92,3.695,12.24,0.74,15.47,0.022594358,-1.0,44.25883724,-2.89,K
1.65,3.512,12.32,0.41,15.55,0.022594358,-1.0,44.25883724,-2.05,M
1.57,3.535,12.35,0.5,15.58,0.022594358,-1.0,44.25883724,-2.23,M
0.96,3.686,12.41,0.73,15.64,0.022594358,-1.0,44.25883724,-2.94,K
1.05,3.666,12.42,0.71,15.65,0.022594358,-1.0,44.25883724,-2.9,K
1.39,3.586,12.43,0.61,15.66,0.022594358,-1.0,44.25883724,-2.59,M
1.53,3.547,12.46,0.54,15.69,0.022594358,-1.0,44.25883724,-2.36,M
2.2,2.815,12.54,-1.0,15.77,0.022594358,0.0,44.25883724,2.01,M
1.26,3.618,12.58,0.66,15.81,0.022594358,-1.0,44.25883724,-2.81,K
1.26,3.618,12.58,3.59,15.81,0.022594358,78000000.0,44.25883724,-2.81,K
1.26,3.618,12.58,9.65,15.81,0.022594358,2040000.0,44.25883724,-2.81,K
2.11,3.064,12.63,-1.0,15.86,0.022594358,0.0,44.25883724,0.58,M
1.66,3.509,12.7,0.44,15.93,0.022594358,-1.0,44.25883724,-2.18,M
1.52,3.55,12.73,0.56,15.96,0.022594358,-1.0,44.25883724,-2.49,M
2.15,2.976,12.75,-1.0,15.98,0.022594358,0.0,44.25883724,1.03,M
1.81,3.465,12.76,-1.0,15.99,0.022594358,0.0,44.25883724,-1.87,M
0.54,3.782,12.83,0.82,16.06,0.022594358,-1.0,44.25883724,-3.22,K
0.6,3.768,12.88,0.8,16.11,0.022594358,-1.0,44.25883724,-3.23,K
1.69,3.5,12.9,0.42,16.13,0.022594358,-1.0,44.25883724,-2.19,M
1.77,3.476,12.9,0.22,16.13,0.022594358,3130000000000.0,44.25883724,-2.01,M
1.91,3.436,12.93,-1.0,16.16,0.022594358,0.0,44.25883724,-1.71,M
1.63,3.518,12.94,0.48,16.17,0.022594358,-1.0,44.25883724,-2.34,M
0.54,3.782,12.99,0.81,16.22,0.022594358,-1.0,44.25883724,-3.29,K
1.43,3.575,13.02,0.61,16.25,0.022594358,-1.0,44.25883724,-2.76,M
1.62,3.521,13.21,0.51,16.44,0.022594358,-1.0,44.25883724,-2.47,M
2.2,2.948,13.24,-1.0,16.47,0.022594358,0.0,44.25883724,1.02,M
1.62,3.521,13.47,0.52,16.7,0.022594358,-1.0,44.25883724,-2.57,M
1.26,3.618,13.78,0.67,17.01,0.022594358,-1.0,44.25883724,-3.29,K
2.09,3.387,13.9,-1.0,17.13,0.022594358,0.0,44.25883724,-1.69,M
2.09,3.387,13.9,-1.0,17.13,0.022594358,0.0,44.25883724,-1.69,M
2.0,3.411,13.93,-1.0,17.16,0.022594358,0.0,44.25883724,-1.92,M
1.95,3.425,13.94,-1.0,17.17,0.022594358,0.0,44.25883724,-2.03,M
1.36,3.594,14.35,0.65,17.58,0.022594358,-1.0,44.25883724,-3.41,K
1.36,3.594,14.35,3.56,17.58,0.022594358,80500000.0,44.25883724,-3.41,K
1.36,3.594,14.35,9.2,17.58,0.022594358,2430000.0,44.25883724,-3.41,K
1.39,3.586,14.89,0.65,18.12,0.022594358,-1.0,44.25883724,-3.58,M
1.39,3.586,14.89,3.54,18.12,0.022594358,81400000.0,44.25883724,-3.58,M
1.39,3.586,14.89,9.04,18.12,0.022594358,2590000.0,44.25883724,-3.58,M
1.66,3.509,15.14,0.55,18.37,0.022594358,-1.0,44.25883724,-3.15,M
1.76,3.479,15.34,0.5,18.57,0.022594358,-1.0,44.25883724,-3.01,M
1.16,3.641,15.53,0.7,18.76,0.022594358,-1.0,44.25883724,-4.07,K
0.17,3.9,15.88,0.87,19.11,0.022594358,-1.0,44.25883724,-4.46,K
-0.11,4.167,-1.79,5.37,3.71,0.007943282,50300000.0,125.8925412,3.08,B
-0.06,4.087,-1.32,4.32,4.18,0.007943282,85000000.0,125.8925412,2.72,B
-0.11,4.167,-1.19,4.98,4.31,0.007943282,46100000.0,125.8925412,2.84,B
-0.04,4.062,-0.04,3.34,5.46,0.007943282,109000000.0,125.8925412,2.16,B
0.04,3.988,0.26,2.69,5.76,0.007943282,280000000.0,125.8925412,1.92,A
0.02,4.0,0.79,2.61,6.29,0.007943282,187000000.0,125.8925412,1.72,B
-0.02,4.04,0.93,2.69,6.43,0.007943282,63400000.0,125.8925412,1.73,B
-0.03,4.05,1.1,2.67,6.6,0.007943282,-1.0,125.8925412,1.68,B
0.06,3.975,1.31,2.29,6.81,0.007943282,207000000.0,125.8925412,1.48,A
0.02,4.0,1.32,2.37,6.82,0.007943282,100000000.0,125.8925412,1.51,A
0.12,3.941,1.45,2.15,6.95,0.007943282,330000000.0,125.8925412,1.39,A
0.16,3.923,1.68,2.03,7.18,0.007943282,392000000.0,125.8925412,1.28,A
0.05,3.981,1.76,2.15,7.26,0.007943282,7420000.0,125.8925412,1.31,A
0.1,3.95,1.85,2.01,7.35,0.007943282,171000000.0,125.8925412,1.24,A
0.1,3.95,2.02,1.96,7.52,0.007943282,63400000.0,125.8925412,1.17,A
0.08,3.963,2.04,2.0,7.54,0.007943282,-1.0,125.8925412,1.18,A
0.15,3.927,2.27,1.83,7.77,0.007943282,102000000.0,125.8925412,1.05,A
0.2,3.905,2.35,1.75,7.85,0.007943282,306000000.0,125.8925412,1.0,A
0.32,3.858,2.46,1.67,7.96,0.007943282,754000000.0,125.8925412,0.95,F
