B-V,log.Teff [K],Absolute Mag,Mass[solMass],Vmag,Plx,Age [yr],Distance,logL,Predicted_SpT
0.76,3.847,4.19,1.5,13.42,0.001425608,705000000.0,701.4552984,0.75,F
1.03,3.773,4.2,1.35,13.43,0.001425608,2460000000.0,701.4552984,0.78,G
0.66,3.885,4.21,1.55,13.44,0.001425608,-1.0,701.4552984,0.75,F
0.75,3.85,4.23,1.49,13.46,0.001425608,627000000.0,701.4552984,0.73,F
0.84,3.822,4.28,1.46,13.51,0.001425608,1130000000.0,701.4552984,0.72,F
0.84,3.822,4.28,1.38,13.51,0.001425608,1760000000.0,701.4552984,0.72,F
0.84,3.822,4.28,1.36,13.51,0.001425608,1970000000.0,701.4552984,0.72,F
0.66,3.885,4.29,1.53,13.52,0.001425608,-1.0,701.4552984,0.71,F
0.7,3.869,4.32,1.5,13.55,0.001425608,73500000.0,701.4552984,0.7,F
0.76,3.847,4.33,1.45,13.56,0.001425608,636000000.0,701.4552984,0.69,F
0.62,3.9,4.33,1.55,13.56,0.001425608,-1.0,701.4552984,0.7,F
1.15,3.745,4.36,1.31,13.59,0.001425608,2830000000.0,701.4552984,0.73,K
0.65,3.888,4.41,1.51,13.64,0.001425608,-1.0,701.4552984,0.67,F
0.9,3.803,4.44,1.39,13.67,0.001425608,1640000000.0,701.4552984,0.66,F
0.9,3.803,4.44,1.37,13.67,0.001425608,1780000000.0,701.4552984,0.66,F
0.9,3.803,4.44,1.28,13.67,0.001425608,2640000000.0,701.4552984,0.66,F
0.8,3.834,4.55,1.38,13.78,0.001425608,804000000.0,701.4552984,0.61,F
0.94,3.793,4.57,1.24,13.8,0.001425608,3070000000.0,701.4552984,0.62,F
0.96,3.789,4.57,1.24,13.8,0.001425608,3180000000.0,701.4552984,0.62,F
1.07,3.764,4.58,1.23,13.81,0.001425608,3510000000.0,701.4552984,0.63,G
0.59,3.914,4.61,1.52,13.84,0.001425608,-1.0,701.4552984,0.6,F
0.59,3.914,4.62,1.52,13.85,0.001425608,-1.0,701.4552984,0.59,F
0.91,3.8,4.64,1.32,13.87,0.001425608,1820000000.0,701.4552984,0.58,F
0.91,3.8,4.64,1.27,13.87,0.001425608,2460000000.0,701.4552984,0.58,F
0.91,3.8,4.64,1.23,13.87,0.001425608,2960000000.0,701.4552984,0.58,F
0.73,3.858,4.65,1.4,13.88,0.001425608,-1.0,701.4552984,0.57,F
0.79,3.837,4.68,1.36,13.91,0.001425608,559000000.0,701.4552984,0.56,F
0.75,3.85,4.71,1.37,13.94,0.001425608,5000000.0,701.4552984,0.54,F
0.62,3.9,4.73,1.47,13.96,0.001425608,-1.0,701.4552984,0.54,F
0.86,3.816,4.74,1.31,13.97,0.001425608,1270000000.0,701.4552984,0.54,F
0.92,3.798,4.81,1.27,14.04,0.001425608,1940000000.0,701.4552984,0.52,F
0.92,3.798,4.81,1.2,14.04,0.001425608,3170000000.0,701.4552984,0.52,F
0.92,3.798,4.81,1.2,14.04,0.001425608,3220000000.0,701.4552984,0.52,F
1.13,3.75,4.85,1.15,14.08,0.001425608,4530000000.0,701.4552984,0.53,K
0.85,3.819,4.86,1.29,14.09,0.001425608,1040000000.0,701.4552984,0.49,F
0.85,3.819,4.9,1.28,14.13,0.001425608,985000000.0,701.4552984,0.47,F
0.8,3.834,4.92,1.3,14.15,0.001425608,212000000.0,701.4552984,0.46,F
0.81,3.831,4.94,1.29,14.17,0.001425608,316000000.0,701.4552984,0.45,F
1.18,3.739,4.97,1.12,14.2,0.001425608,5040000000.0,701.4552984,0.49,K
1.0,3.78,4.97,1.2,14.2,0.001425608,2940000000.0,701.4552984,0.46,F
1.0,3.78,4.97,1.18,14.2,0.001425608,3300000000.0,701.4552984,0.46,F
1.0,3.78,4.97,1.13,14.2,0.001425608,4310000000.0,701.4552984,0.46,F
1.31,3.711,5.01,1.16,14.24,0.001425608,4590000000.0,701.4552984,0.51,K
0.98,3.784,5.03,1.2,14.26,0.001425608,2640000000.0,701.4552984,0.44,F
0.98,3.784,5.03,1.15,14.26,0.001425608,3830000000.0,701.4552984,0.44,F
0.98,3.784,5.03,1.13,14.26,0.001425608,4130000000.0,701.4552984,0.44,F
1.02,3.775,5.08,1.17,14.31,0.001425608,3290000000.0,701.4552984,0.42,G
1.02,3.775,5.08,1.15,14.31,0.001425608,3750000000.0,701.4552984,0.42,G
1.02,3.775,5.08,1.1,14.31,0.001425608,4730000000.0,701.4552984,0.42,G
1.04,3.77,5.08,1.1,14.31,0.001425608,4930000000.0,701.4552984,0.42,G
0.73,3.858,5.11,1.32,14.34,0.001425608,-1.0,701.4552984,0.38,F
1.02,3.775,5.13,1.16,14.36,0.001425608,3290000000.0,701.4552984,0.4,G
1.02,3.775,5.13,1.13,14.36,0.001425608,4070000000.0,701.4552984,0.4,G
1.02,3.775,5.13,1.1,14.36,0.001425608,4810000000.0,701.4552984,0.4,G
0.6,3.909,5.17,1.4,14.4,0.001425608,-1.0,701.4552984,0.37,F
1.13,3.75,5.17,1.06,14.4,0.001425608,5960000000.0,701.4552984,0.4,K
1.05,3.768,5.23,1.12,14.46,0.001425608,3890000000.0,701.4552984,0.37,G
1.05,3.768,5.23,1.1,14.46,0.001425608,4440000000.0,701.4552984,0.37,G
1.05,3.768,5.23,1.07,14.46,0.001425608,5430000000.0,701.4552984,0.37,K
1.12,3.752,5.25,1.05,14.48,0.001425608,6250000000.0,701.4552984,0.37,K
0.8,3.834,5.26,1.25,14.49,0.001425608,-1.0,701.4552984,0.33,F
0.85,3.819,5.28,1.21,14.51,0.001425608,75600000.0,701.4552984,0.32,F
1.21,3.732,5.29,1.04,14.52,0.001425608,6720000000.0,701.4552984,0.38,K
1.24,3.725,5.31,1.04,14.54,0.001425608,6880000000.0,701.4552984,0.38,K
1.08,3.761,5.32,1.09,14.55,0.001425608,4630000000.0,701.4552984,0.33,K
1.08,3.761,5.32,1.08,14.55,0.001425608,4800000000.0,701.4552984,0.33,K
1.08,3.761,5.32,1.04,14.55,0.001425608,6080000000.0,701.4552984,0.33,K
1.1,3.757,5.33,1.03,14.56,0.001425608,6340000000.0,701.4552984,0.33,K
1.12,3.752,5.34,1.03,14.57,0.001425608,6600000000.0,701.4552984,0.33,K
0.97,3.786,5.35,1.14,14.58,0.001425608,2160000000.0,701.4552984,0.31,F
0.7,3.869,5.41,1.29,14.64,0.001425608,-1.0,701.4552984,0.26,F
1.26,3.72,5.43,1.01,14.66,0.001425608,7700000000.0,701.4552984,0.33,K
0.78,3.841,5.44,1.23,14.67,0.001425608,-1.0,701.4552984,0.25,F
0.88,3.809,5.62,1.15,14.85,0.001425608,-1.0,701.4552984,0.19,F
1.09,3.759,5.69,1.02,14.92,0.001425608,4380000000.0,701.4552984,0.19,K
0.89,3.806,5.69,1.13,14.92,0.001425608,-1.0,701.4552984,0.16,F
1.04,3.77,5.94,1.02,15.17,0.001425608,1830000000.0,701.4552984,0.08,K
1.11,3.755,6.01,0.98,15.24,0.001425608,3880000000.0,701.4552984,0.06,K
0.29,4.15,-1.65,6.8,10.85,0.000316228,31000000.0,3162.27766,3.45,B
0.36,4.05,-1.55,6.01,10.95,0.000316228,40600000.0,3162.27766,3.2,B
0.39,4.02,-1.34,5.58,11.16,0.000316228,47800000.0,3162.27766,3.07,B
0.1,4.8,-0.5,22.26,12.0,0.000316228,-1.0,3162.27766,4.69,O
0.43,3.988,-0.33,4.2,12.17,0.000316228,93700000.0,3162.27766,2.62,B
0.32,4.1,-0.06,4.28,12.44,0.000316228,86300000.0,3162.27766,2.7,B
0.31,4.117,-0.02,4.34,12.48,0.000316228,82500000.0,3162.27766,2.73,B
0.26,4.2,0.34,4.98,12.84,0.000316228,26600000.0,3162.27766,2.78,B
0.36,4.05,0.51,3.52,13.01,0.000316228,140000000.0,3162.27766,2.38,B
0.41,4.0,0.56,3.33,13.06,0.000316228,166000000.0,3162.27766,2.28,B
0.27,4.183,0.6,4.6,13.1,0.000316228,26700000.0,3162.27766,2.63,B
0.32,4.1,0.68,3.87,13.18,0.000316228,80400000.0,3162.27766,2.41,B
0.27,4.183,0.83,4.44,13.33,0.000316228,13900000.0,3162.27766,2.54,B
0.14,4.45,0.89,9.36,13.39,0.000316228,-1.0,3162.27766,3.17,B
0.44,3.981,1.07,2.89,13.57,0.000316228,240000000.0,3162.27766,2.06,B
0.39,4.02,1.08,3.0,13.58,0.000316228,205000000.0,3162.27766,2.11,B
0.38,4.03,1.11,3.22,13.61,0.000316228,147000000.0,3162.27766,2.11,B
0.38,4.03,1.11,3.22,13.61,0.000316228,148000000.0,3162.27766,2.11,B
0.38,4.03,1.11,3.03,13.61,0.000316228,198000000.0,3162.27766,2.11,B
0.42,3.994,1.13,2.88,13.63,0.000316228,236000000.0,3162.27766,2.05,B
0.18,4.325,1.17,6.12,13.67,0.000316228,-1.0,3162.27766,2.75,B
0.26,4.2,1.43,4.23,13.93,0.000316228,-1.0,3162.27766,2.34,B
0.38,4.03,1.62,2.9,14.12,0.000316228,141000000.0,3162.27766,1.91,B
0.37,4.04,1.64,2.92,14.14,0.000316228,122000000.0,3162.27766,1.91,B
0.5,3.945,1.7,2.44,14.2,0.000316228,382000000.0,3162.27766,1.76,A
0.46,3.969,1.74,2.48,14.24,0.000316228,349000000.0,3162.27766,1.77,A
0.62,3.892,1.89,2.3,14.39,0.000316228,470000000.0,3162.27766,1.65,A
0.48,3.956,1.9,2.37,14.4,0.000316228,396000000.0,3162.27766,1.69,A
0.28,4.167,1.92,3.61,14.42,0.000316228,-1.0,3162.27766,2.07,B
0.61,3.896,1.94,2.27,14.44,0.000316228,486000000.0,3162.27766,1.63,A
0.21,4.267,1.97,4.58,14.47,0.000316228,-1.0,3162.27766,2.29,B
0.38,4.03,2.06,2.67,14.56,0.000316228,98700000.0,3162.27766,1.73,B
0.32,4.1,2.09,3.02,14.59,0.000316228,-1.0,3162.27766,1.84,B
0.48,3.956,2.19,2.38,14.69,0.000316228,296000000.0,3162.27766,1.58,A
0.48,3.956,2.19,2.26,14.69,0.000316228,417000000.0,3162.27766,1.58,A
0.48,3.956,2.19,2.24,14.69,0.000316228,433000000.0,3162.27766,1.58,A
0.34,4.075,2.19,2.83,14.69,0.000316228,-1.0,3162.27766,1.76,B
0.48,3.956,2.19,2.38,14.69,0.000316228,296000000.0,3162.27766,1.58,A
0.48,3.956,2.19,2.26,14.69,0.000316228,417000000.0,3162.27766,1.58,A
0.48,3.956,2.19,2.24,14.69,0.000316228,433000000.0,3162.27766,1.58,A
0.3,4.133,2.2,3.19,14.7,0.000316228,-1.0,3162.27766,1.87,B
0.3,4.133,2.2,3.19,14.7,0.000316228,-1.0,3162.27766,1.87,B
0.34,4.075,2.49,2.71,14.99,0.000316228,-1.0,3162.27766,1.64,B
0.41,4.0,2.5,2.36,15.0,0.000316228,96900000.0,3162.27766,1.51,A
0.42,3.994,2.5,2.34,15.0,0.000316228,126000000.0,3162.27766,1.5,A
0.34,4.075,2.68,2.63,15.18,0.000316228,-1.0,3162.27766,1.56,B
0.44,3.981,2.75,2.21,15.25,0.000316228,95800000.0,3162.27766,1.38,A
0.62,3.892,2.75,1.89,15.25,0.000316228,755000000.0,3162.27766,1.31,A
0.36,4.05,2.86,2.44,15.36,0.000316228,-1.0,3162.27766,1.44,A
0.44,3.981,2.98,2.13,15.48,0.000316228,-1.0,3162.27766,1.29,A
0.39,4.02,3.03,2.26,15.53,0.000316228,-1.0,3162.27766,1.33,A
0.5,3.945,3.1,1.98,15.6,0.000316228,164000000.0,3162.27766,1.2,A
0.6,3.9,3.2,1.85,15.7,0.000316228,476000000.0,3162.27766,1.13,A
0.6,3.9,3.25,1.84,15.75,0.000316228,464000000.0,3162.27766,1.11,A
0.6,3.9,3.28,1.82,15.78,0.000316228,456000000.0,3162.27766,1.1,A
0.3,4.133,3.35,2.66,15.85,0.000316228,-1.0,3162.27766,1.41,B
0.5,3.945,3.36,1.9,15.86,0.000316228,-1.0,3162.27766,1.1,A
0.5,3.945,3.39,1.89,15.89,0.000316228,-1.0,3162.27766,1.08,A
0.7,3.862,3.4,1.75,15.9,0.000316228,753000000.0,3162.27766,1.04,F
0.7,3.862,3.4,1.73,15.9,0.000316228,832000000.0,3162.27766,1.04,F
0.7,3.862,3.4,1.63,15.9,0.000316228,1080000000.0,3162.27766,1.04,F
0.7,3.862,3.46,1.73,15.96,0.000316228,745000000.0,3162.27766,1.02,F
0.7,3.862,3.46,1.68,15.96,0.000316228,910000000.0,3162.27766,1.02,F
0.7,3.862,3.46,1.62,15.96,0.000316228,1080000000.0,3162.27766,1.02,F
0.4,4.01,3.47,2.08,15.97,0.000316228,-1.0,3162.27766,1.14,A
0.5,3.945,3.5,1.86,16.0,0.000316228,-1.0,3162.27766,1.04,A
0.5,3.945,3.6,1.83,16.1,0.000316228,-1.0,3162.27766,1.0,A
0.5,3.945,3.6,1.83,16.1,0.000316228,-1.0,3162.27766,1.0,A
0.7,3.862,3.6,1.68,16.1,0.000316228,722000000.0,3162.27766,0.96,F
0.4,4.01,3.7,2.01,16.2,0.000316228,-1.0,3162.27766,1.04,A
1.2,3.732,3.8,1.61,16.3,0.000316228,1440000000.0,3162.27766,0.95,K
-0.05,4.267,-2.1,7.88,7.3,0.001318257,21200000.0,758.577575,3.6,B
-0.05,4.267,-2.1,7.69,7.3,0.001318257,23700000.0,758.577575,3.6,B
-0.05,4.267,-2.1,7.48,7.3,0.001318257,25400000.0,758.577575,3.6,B
0.03,4.15,-1.35,5.18,8.05,0.001318257,54500000.0,758.577575,3.02,B
0.04,4.133,-1.29,5.0,8.11,0.001318257,58800000.0,758.577575,2.96,B
0.04,4.133,-1.06,4.72,8.34,0.001318257,67500000.0,758.577575,2.87,B
0.06,4.1,-0.98,4.44,8.42,0.001318257,79400000.0,758.577575,2.76,B
0.04,4.133,-0.44,4.38,8.96,0.001318257,60800000.0,758.577575,2.62,B
0.03,4.15,-0.25,4.34,9.15,0.001318257,48500000.0,758.577575,2.58,B
0.02,4.167,-0.1,4.38,9.3,0.001318257,33200000.0,758.577575,2.56,B
0.02,4.167,-0.06,4.35,9.34,0.001318257,31700000.0,758.577575,2.55,B
0.05,4.117,0.22,3.74,9.62,0.001318257,58100000.0,758.577575,2.32,B
0.06,4.1,0.3,3.57,9.7,0.001318257,70700000.0,758.577575,2.25,B
0.08,4.075,0.33,3.42,9.73,0.001318257,96600000.0,758.577575,2.19,B
0.04,4.133,0.45,3.72,9.85,0.001318257,25200000.0,758.577575,2.26,B
0.05,4.117,0.48,3.57,9.88,0.001318257,42200000.0,758.577575,2.21,B
0.06,4.1,0.66,3.35,10.06,0.001318257,45800000.0,758.577575,2.1,B
0.08,4.075,0.83,3.11,10.23,0.001318257,65100000.0,758.577575,1.99,B
0.1,4.05,1.08,2.85,10.48,0.001318257,80600000.0,758.577575,1.84,B
0.1,4.05,1.11,2.83,10.51,0.001318257,76800000.0,758.577575,1.83,B
0.16,3.994,1.19,2.59,10.59,0.001318257,201000000.0,758.577575,1.71,B
0.12,4.03,1.28,2.67,10.68,0.001318257,98700000.0,758.577575,1.73,B
0.09,4.062,1.29,2.82,10.69,0.001318257,12300000.0,758.577575,1.78,B
0.09,4.062,1.29,2.82,10.69,0.001318257,12300000.0,758.577575,1.78,B
0.19,3.975,1.4,2.43,10.8,0.001318257,241000000.0,758.577575,1.6,B
0.15,4.0,1.46,2.47,10.86,0.001318257,157000000.0,758.577575,1.61,B
0.14,4.01,1.47,2.51,10.87,0.001318257,123000000.0,758.577575,1.62,B
0.16,3.994,1.48,2.44,10.88,0.001318257,175000000.0,758.577575,1.6,B
0.15,4.0,1.57,2.43,10.97,0.001318257,136000000.0,758.577575,1.57,B
0.18,3.981,1.64,2.34,11.04,0.001318257,193000000.0,758.577575,1.52,A
0.24,3.945,1.64,2.25,11.04,0.001318257,325000000.0,758.577575,1.47,A
0.18,3.981,1.69,2.31,11.09,0.001318257,182000000.0,758.577575,1.5,A
0.16,3.994,1.71,2.35,11.11,0.001318257,128000000.0,758.577575,1.5,B
0.2,3.969,1.75,2.25,11.15,0.001318257,223000000.0,758.577575,1.46,A
0.09,4.062,1.77,2.62,11.17,0.001318257,-1.0,758.577575,1.59,B
0.34,3.9,1.79,1.97,11.19,0.001318257,680000000.0,758.577575,1.38,A
0.21,3.963,1.8,2.21,11.2,0.001318257,240000000.0,758.577575,1.43,A
0.24,3.945,1.85,2.16,11.25,0.001318257,308000000.0,758.577575,1.39,A
0.16,3.994,1.86,2.29,11.26,0.001318257,74800000.0,758.577575,1.44,B
0.14,4.01,1.87,2.35,11.27,0.001318257,-1.0,758.577575,1.46,B
0.16,3.994,2.0,2.24,11.4,0.001318257,14000000.0,758.577575,1.39,B
0.19,3.975,2.0,2.17,11.4,0.001318257,120000000.0,758.577575,1.36,A
0.19,3.975,2.31,2.08,11.71,0.001318257,-1.0,758.577575,1.24,A
0.22,3.956,2.43,1.98,11.83,0.001318257,1160000.0,758.577575,1.17,A
0.24,3.945,2.47,1.93,11.87,0.001318257,62900000.0,758.577575,1.14,A
0.48,3.847,3.08,1.58,12.48,0.001318257,820000000.0,758.577575,0.86,F
0.36,3.892,3.16,1.61,12.56,0.001318257,63800000.0,758.577575,0.83,F
0.55,3.825,3.19,1.54,12.59,0.001318257,1080000000.0,758.577575,0.82,F
0.55,3.825,3.19,1.52,12.59,0.001318257,1170000000.0,758.577575,0.82,F
0.55,3.825,3.19,1.42,12.59,0.001318257,1750000000.0,758.577575,0.82,F
0.36,3.892,3.25,1.59,12.65,0.001318257,-1.0,758.577575,0.79,F
0.42,3.869,3.29,1.54,12.69,0.001318257,354000000.0,758.577575,0.78,F
0.42,3.869,3.31,1.53,12.71,0.001318257,327000000.0,758.577575,0.77,F
0.44,3.862,3.46,1.48,12.86,0.001318257,303000000.0,758.577575,0.71,F
0.43,3.865,3.57,1.47,12.97,0.001318257,45700000.0,758.577575,0.66,F
0.57,3.819,3.71,1.37,13.11,0.001318257,1250000000.0,758.577575,0.61,F
0.51,3.837,3.95,1.33,13.35,0.001318257,351000000.0,758.577575,0.51,F
0.63,3.8,4.14,1.23,13.54,0.001318257,1770000000.0,758.577575,0.45,F
0.61,3.806,4.23,1.22,13.63,0.001318257,1350000000.0,758.577575,0.41,F
0.68,3.789,4.28,1.18,13.68,0.001318257,2310000000.0,758.577575,0.4,F
1.83,3.657,-1.76,8.24,8.54,0.000870964,21700000.0,1148.153621,3.43,K
1.83,3.657,-1.76,7.19,8.54,0.000870964,32700000.0,1148.153621,3.43,K
1.83,3.657,-1.76,6.86,8.54,0.000870964,40200000.0,1148.153621,3.43,K
0.24,4.45,-0.64,12.11,9.66,0.000870964,-1.0,1148.153621,3.9,B
0.34,4.225,-0.35,6.34,9.95,0.000870964,29000000.0,1148.153621,3.24,B
0.34,4.225,-0.35,5.97,9.95,0.000870964,39800000.0,1148.153621,3.24,B
0.34,4.225,-0.35,5.96,9.95,0.000870964,39900000.0,1148.153621,3.24,B
0.41,4.117,-0.16,4.84,10.14,0.000870964,63900000.0,1148.153621,2.9,B
1.66,3.679,0.02,5.37,10.32,0.000870964,52600000.0,1148.153621,2.66,G
1.66,3.679,0.02,4.64,10.32,0.000870964,90500000.0,1148.153621,2.66,G
1.66,3.679,0.02,4.15,10.32,0.000870964,146000000.0,1148.153621,2.66,G
0.26,4.375,0.18,8.56,10.48,0.000870964,-1.0,1148.153621,3.39,B
1.71,3.664,0.2,5.32,10.5,0.000870964,53700000.0,1148.153621,2.63,K
1.71,3.664,0.2,4.6,10.5,0.000870964,92000000.0,1148.153621,2.63,K
1.71,3.664,0.2,4.0,10.5,0.000870964,162000000.0,1148.153621,2.63,K
0.3,4.283,0.3,6.48,10.6,0.000870964,3150000.0,1148.153621,3.12,B
0.36,4.2,0.89,4.78,11.19,0.000870964,17300000.0,1148.153621,2.68,B
0.39,4.15,0.94,4.25,11.24,0.000870964,45800000.0,1148.153621,2.54,B
0.13,5.45,1.08,28.04,11.38,0.000870964,-1.0,1148.153621,6.0,O
0.38,4.167,1.18,4.24,11.48,0.000870964,22800000.0,1148.153621,2.48,B
0.35,4.212,1.21,4.71,11.51,0.000870964,-1.0,1148.153621,2.58,B
0.28,4.325,1.28,6.31,11.58,0.000870964,-1.0,1148.153621,2.83,B
0.27,4.35,1.32,6.75,11.62,0.000870964,-1.0,1148.153621,2.87,B
0.36,4.2,1.34,4.48,11.64,0.000870964,-1.0,1148.153621,2.5,B
0.41,4.117,1.37,3.7,11.67,0.000870964,54200000.0,1148.153621,2.29,B
0.3,4.283,1.4,5.5,11.7,0.000870964,-1.0,1148.153621,2.68,B
0.36,4.2,1.43,4.42,11.73,0.000870964,-1.0,1148.153621,2.46,B
0.46,4.05,1.44,3.28,11.74,0.000870964,124000000.0,1148.153621,2.13,B
0.47,4.04,1.49,3.2,11.79,0.000870964,135000000.0,1148.153621,2.09,B
0.3,4.283,1.5,5.41,11.8,0.000870964,-1.0,1148.153621,2.64,B
0.39,4.15,1.55,3.85,11.85,0.000870964,6310000.0,1148.153621,2.29,B
0.42,4.1,1.57,3.45,11.87,0.000870964,59300000.0,1148.153621,2.17,B
0.39,4.15,1.66,3.79,11.96,0.000870964,-1.0,1148.153621,2.25,B
0.42,4.1,1.68,3.39,11.98,0.000870964,51100000.0,1148.153621,2.13,B
0.33,4.237,1.72,4.64,12.02,0.000870964,-1.0,1148.153621,2.44,B
0.5,4.01,1.74,2.94,12.04,0.000870964,176000000.0,1148.153621,1.95,B
0.5,4.01,1.74,2.86,12.04,0.000870964,210000000.0,1148.153621,1.95,B
0.5,4.01,1.74,2.77,12.04,0.000870964,250000000.0,1148.153621,1.95,B
0.39,4.15,1.76,3.73,12.06,0.000870964,-1.0,1148.153621,2.21,B
0.34,4.225,1.8,4.44,12.1,0.000870964,-1.0,1148.153621,2.38,B
0.71,3.896,1.93,2.46,12.23,0.000870964,390000000.0,1148.153621,1.76,A
0.53,3.988,1.97,2.74,12.27,0.000870964,218000000.0,1148.153621,1.82,B
0.53,3.988,1.97,2.7,12.27,0.000870964,239000000.0,1148.153621,1.82,B
0.53,3.988,1.97,2.57,12.27,0.000870964,306000000.0,1148.153621,1.82,B
0.36,4.2,1.97,4.07,12.27,0.000870964,-1.0,1148.153621,2.25,B
0.38,4.167,1.99,3.75,12.29,0.000870964,-1.0,1148.153621,2.16,B
0.5,4.01,2.01,2.78,12.31,0.000870964,175000000.0,1148.153621,1.84,B
0.48,4.03,2.02,2.84,12.32,0.000870964,136000000.0,1148.153621,1.87,B
0.1,5.75,2.03,28.52,12.33,0.000870964,-1.0,1148.153621,6.46,O
0.48,4.03,2.06,2.82,12.36,0.000870964,133000000.0,1148.153621,1.85,B
0.33,4.237,2.1,4.38,12.4,0.000870964,-1.0,1148.153621,2.29,B
0.35,4.212,2.11,4.11,12.41,0.000870964,-1.0,1148.153621,2.22,B
0.32,4.25,2.12,4.5,12.42,0.000870964,-1.0,1148.153621,2.31,B
0.27,4.35,2.13,5.94,12.43,0.000870964,-1.0,1148.153621,2.55,B
0.45,4.062,2.13,2.92,12.43,0.000870964,60400000.0,1148.153621,1.88,B
0.47,4.04,2.15,2.81,12.45,0.000870964,103000000.0,1148.153621,1.83,B
0.4,4.133,2.21,3.35,12.51,0.000870964,-1.0,1148.153621,1.99,B
0.39,4.15,2.22,3.47,12.52,0.000870964,-1.0,1148.153621,2.02,B
0.44,4.075,2.24,2.94,12.54,0.000870964,14000000.0,1148.153621,1.86,B
0.44,4.075,2.28,2.93,12.58,0.000870964,6010000.0,1148.153621,1.84,B
0.31,4.267,2.3,4.56,12.6,0.000870964,-1.0,1148.153621,2.28,B
0.37,4.183,2.33,3.69,12.63,0.000870964,-1.0,1148.153621,2.06,B
0.41,4.117,2.36,3.15,12.66,0.000870964,-1.0,1148.153621,1.89,B
0.67,3.914,2.37,2.21,12.67,0.000870964,512000000.0,1148.153621,1.59,A
0.43,4.087,2.39,2.95,12.69,0.000870964,-1.0,1148.153621,1.82,B
0.38,4.167,2.44,3.48,12.74,0.000870964,-1.0,1148.153621,1.98,B
0.2,4.8,2.46,16.46,12.76,0.000870964,-1.0,1148.153621,3.63,B
0.4,4.133,2.47,3.21,12.77,0.000870964,-1.0,1148.153621,1.89,B
0.45,4.062,2.53,2.75,12.83,0.000870964,-1.0,1148.153621,1.72,B
0.6,3.945,2.54,2.34,12.84,0.000870964,330000000.0,1148.153621,1.54,A
0.6,3.945,2.54,2.27,12.84,0.000870964,395000000.0,1148.153621,1.54,A
0.6,3.945,2.54,2.19,12.84,0.000870964,470000000.0,1148.153621,1.54,A
0.55,3.975,2.55,2.4,12.85,0.000870964,236000000.0,1148.153621,1.58,A
0.67,3.914,2.57,2.11,12.87,0.000870964,564000000.0,1148.153621,1.51,A
0.65,3.923,2.65,2.1,12.95,0.000870964,558000000.0,1148.153621,1.48,A
0.56,3.969,2.71,2.31,13.01,0.000870964,240000000.0,1148.153621,1.5,A
0.66,3.918,2.71,2.06,13.01,0.000870964,585000000.0,1148.153621,1.46,A
0.5,4.01,2.73,2.43,13.03,0.000870964,77400000.0,1148.153621,1.55,A
0.9,3.828,2.74,2.05,13.04,0.000870964,675000000.0,1148.153621,1.43,F
0.46,4.05,2.76,2.6,13.06,0.000870964,-1.0,1148.153621,1.6,B
0.49,4.02,2.76,2.46,13.06,0.000870964,28300000.0,1148.153621,1.55,B
0.55,3.975,2.79,2.29,13.09,0.000870964,205000000.0,1148.153621,1.48,A
0.38,4.167,2.8,3.28,13.1,0.000870964,-1.0,1148.153621,1.83,B
0.73,3.888,2.82,1.97,13.12,0.000870964,698000000.0,1148.153621,1.4,A
0.55,3.975,2.84,2.27,13.14,0.000870964,193000000.0,1148.153621,1.46,A
0.53,3.988,2.85,2.3,13.15,0.000870964,138000000.0,1148.153621,1.47,A
0.53,3.988,2.88,2.29,13.18,0.000870964,131000000.0,1148.153621,1.46,A
0.45,4.062,2.89,2.61,13.19,0.000870964,-1.0,1148.153621,1.57,B
0.61,3.941,2.89,2.17,13.19,0.000870964,332000000.0,1148.153621,1.4,A
0.53,3.988,2.9,2.28,13.2,0.000870964,124000000.0,1148.153621,1.45,A
0.58,3.956,2.91,2.19,13.21,0.000870964,262000000.0,1148.153621,1.41,A
0.37,4.183,2.91,3.36,13.21,0.000870964,-1.0,1148.153621,1.83,B
0.52,3.994,2.93,2.29,13.23,0.000870964,78800000.0,1148.153621,1.45,A
0.48,4.03,2.93,2.44,13.23,0.000870964,-1.0,1148.153621,1.5,A
0.49,4.02,2.93,2.4,13.23,0.000870964,-1.0,1148.153621,1.49,A
0.55,3.975,2.93,2.23,13.23,0.000870964,171000000.0,1148.153621,1.42,A
0.41,4.117,3.02,2.83,13.32,0.000870964,-1.0,1148.153621,1.63,B
0.63,3.932,3.02,2.09,13.32,0.000870964,361000000.0,1148.153621,1.34,A
0.85,3.844,3.03,1.88,13.33,0.000870964,850000000.0,1148.153621,1.31,F
0.33,4.237,3.04,3.76,13.34,0.000870964,-1.0,1148.153621,1.91,B
0.49,4.02,3.08,2.35,13.38,0.000870964,-1.0,1148.153621,1.43,A
0.65,3.923,3.08,2.06,13.38,0.000870964,399000000.0,1148.153621,1.31,A
0.55,3.975,3.11,2.17,13.41,0.000870964,106000000.0,1148.153621,1.35,A
0.45,4.062,3.13,2.51,13.43,0.000870964,-1.0,1148.153621,1.48,B
0.73,3.888,3.14,1.85,13.44,0.000870964,794000000.0,1148.153621,1.27,A
0.58,3.956,3.15,2.09,13.45,0.000870964,200000000.0,1148.153621,1.31,A
0.61,3.941,3.16,2.05,13.46,0.000870964,289000000.0,1148.153621,1.29,A
0.84,3.847,3.16,1.81,13.46,0.000870964,928000000.0,1148.153621,1.26,F
0.76,3.877,3.18,1.82,13.48,0.000870964,852000000.0,1148.153621,1.25,A
